orf_name_a	gene_name_a	orf_name_b	gene_name_b	in_I3D-exp-24	in_Lit-BM-24	in_Y2H-union-08
YGL048C	RPT6	YHR027C	RPN1	False	True	False
YGL048C	RPT6	YIL007C	NAS2	False	True	False
YGL048C	RPT6	YOR117W	RPT5	False	True	False
YGL048C	RPT6	YOR259C	RPT4	False	True	False
YGL048C	RPT6	YOR261C	RPN8	False	True	False
YGL049C	TIF4632	YOR204W	DED1	False	True	False
YGL054C	ERV14	YIL121W	QDR2	False	True	False
YGL054C	ERV14	YLR138W	NHA1	False	True	False
YGL054C	ERV14	YLR372W	ELO3	False	True	False
YGL055W	OLE1	YGL055W	OLE1	False	True	False
YGL055W	OLE1	YOR254C	SEC63	False	True	False
YGL060W	YBP2	YMR032W	HOF1	False	True	False
YGL060W	YBP2	YOL133W	HRT1	False	True	True
YGL061C	DUO1	YIR010W	DSN1	False	True	False
YGL061C	DUO1	YKL117W	SBA1	False	True	False
YGL062W	PYC1	YKL117W	SBA1	False	True	False
YGL071W	AFT1	YGL071W	AFT1	False	True	False
YGL075C	MPS2	YGL075C	MPS2	False	True	False
YGL075C	MPS2	YJR112W	NNF1	False	True	False
YGL075C	MPS2	YLR457C	NBP1	False	True	False
YGL075C	MPS2	YMR117C	SPC24	False	True	False
YGL075C	MPS2	YNL107W	YAF9	False	True	False
YGL075C	MPS2	YOR326W	MYO2	False	True	False
YGL075C	MPS2	YPL255W	BBP1	False	True	False
YGL076C	RPL7A	YMR116C	ASC1	False	True	False
YGL076C	RPL7A	YOL120C	RPL18A	False	True	False
YGL079W	KXD1	YKL061W	BLI1	False	True	False
YGL079W	KXD1	YLR408C	BLS1	False	True	False
YGL080W	MPC1	YGR243W	MPC3	False	True	False
YGL080W	MPC1	YHR162W	MPC2	False	True	False
YGL084C	GUP1	YNL142W	MEP2	False	True	False
YGL086W	MAD1	YJL030W	MAD2	False	True	False
YGL087C	MMS2	YLL039C	UBI4	False	True	False
YGL090W	LIF1	YLR265C	NEJ1	False	True	False
YGL090W	LIF1	YLR424W	SPP382	False	True	True
YGL092W	NUP145	YGL172W	NUP49	False	True	False
YGL092W	NUP145	YJL039C	NUP192	False	True	False
YGL092W	NUP145	YJL061W	NUP82	False	True	False
YGL092W	NUP145	YML031W	NDC1	False	True	False
YGL092W	NUP145	YMR308C	PSE1	False	True	False
YGL093W	SPC105	YIR010W	DSN1	False	True	False
YGL093W	SPC105	YJR112W	NNF1	False	True	False
YGL093W	SPC105	YOL069W	NUF2	False	True	False
YGL093W	SPC105	YOR195W	SLK19	False	True	False
YGL095C	VPS45	YOL018C	TLG2	False	True	True
YGL095C	VPS45	YOR299W	BUD7	False	True	False
YGL096W	TOS8	YJR022W	LSM8	False	True	False
YGL098W	USE1	YGL145W	TIP20	False	True	False
YGL098W	USE1	YNL258C	DSL1	False	True	False
YGL099W	LSG1	YGL135W	RPL1B	False	True	False
YGL099W	LSG1	YHR170W	NMD3	False	True	False
YGL099W	LSG1	YLR075W	RPL10	False	True	False
YGL099W	LSG1	YLR387C	REH1	False	True	False
YGL099W	LSG1	YNL162W	RPL42A	False	True	False
YGL099W	LSG1	YPR016C	TIF6	False	True	False
YGL100W	SEH1	YJR138W	IML1	False	True	False
YGL100W	SEH1	YKL057C	NUP120	False	True	False
YGL103W	RPL28	YMR116C	ASC1	False	True	False
YGL106W	MLC1	YKR048C	NAP1	False	True	False
YGL106W	MLC1	YPL242C	IQG1	False	True	False
YGL111W	NSA1	YLL034C	RIX7	False	True	False
YGL111W	NSA1	YLR344W	RPL26A	False	True	False
YGL112C	TAF6	YGR274C	TAF1	False	True	False
YGL112C	TAF6	YML114C	TAF8	False	True	False
YGL112C	TAF6	YMR005W	TAF4	False	True	False
YGL112C	TAF6	YMR227C	TAF7	False	True	False
YGL113W	SLD3	YGL201C	MCM6	False	True	False
YGL113W	SLD3	YJL090C	DPB11	False	True	False
YGL113W	SLD3	YOR060C	SLD7	False	True	False
YGL115W	SNF4	YPL046C	ELC1	False	True	False
YGL116W	CDC20	YGR188C	BUB1	False	True	False
YGL116W	CDC20	YHR166C	CDC23	False	True	False
YGL116W	CDC20	YJL013C	MAD3	False	True	False
YGL116W	CDC20	YJL030W	MAD2	False	True	True
YGL116W	CDC20	YKL101W	HSL1	False	True	False
YGL116W	CDC20	YMR179W	SPT21	False	True	False
YGL119W	COQ8	YGL119W	COQ8	False	True	False
YGL120C	PRP43	YJL076W	NET1	False	True	False
YGL120C	PRP43	YKL078W	DHR2	False	True	False
YGL120C	PRP43	YKL172W	EBP2	False	True	False
YGL120C	PRP43	YLR271W	CMG1	False	True	False
YGL120C	PRP43	YLR424W	SPP382	False	True	False
YGL120C	PRP43	YMR229C	RRP5	False	True	False
YGL120C	PRP43	YNL002C	RLP7	False	True	False
YGL120C	PRP43	YNL110C	NOP15	False	True	False
YGL120C	PRP43	YNL224C	SQS1	False	True	False
YGL120C	PRP43	YPL043W	NOP4	False	True	False
YGL122C	NAB2	YKR095W	MLP1	False	True	False
YGL122C	NAB2	YNL016W	PUB1	False	True	True
YGL122C	NAB2	YOR046C	DBP5	False	True	False
YGL122C	NAB2	YPL169C	MEX67	False	True	False
YGL123W	RPS2	YGR081C	SLX9	False	True	False
YGL123W	RPS2	YMR116C	ASC1	False	True	False
YGL123W	RPS2	YNL178W	RPS3	False	True	False
YGL123W	RPS2	YOL022C	TSR4	False	True	False
YGL123W	RPS2	YPL266W	DIM1	False	True	False
YGL124C	MON1	YGL124C	MON1	False	True	False
YGL125W	MET13	YHR186C	KOG1	False	True	False
YGL127C	SOH1	YPR168W	NUT2	False	True	True
YGL134W	PCL10	YLR258W	GSY2	False	True	False
YGL137W	SEC27	YIL076W	SEC28	False	True	False
YGL137W	SEC27	YLR440C	SEC39	False	True	False
YGL137W	SEC27	YNL258C	DSL1	False	True	False
YGL137W	SEC27	YNL287W	SEC21	False	True	False
YGL145W	TIP20	YOR075W	UFE1	False	True	False
YGL147C	RPL9A	YMR116C	ASC1	False	True	False
YGL150C	INO80	YPL129W	TAF14	False	True	False
YGL151W	NUT1	YPR070W	MED1	False	True	False
YGL153W	PEX14	YGL153W	PEX14	False	True	True
YGL153W	PEX14	YJL210W	PEX2	False	True	False
YGL153W	PEX14	YNL214W	PEX17	False	True	False
YGL153W	PEX14	YOL044W	PEX15	False	True	False
YGL153W	PEX14	YOL147C	PEX11	False	True	False
YGL155W	CDC43	YKL019W	RAM2	False	True	True
YGL156W	AMS1	YOL082W	ATG19	False	True	True
YGL156W	AMS1	YOL083W	ATG34	False	True	True
YGL161C	YIP5	YGL198W	YIP4	False	True	True
YGL161C	YIP5	YGL212W	VAM7	False	True	False
YGL161C	YIP5	YHR105W	YPT35	False	True	False
YGL161C	YIP5	YKR014C	YPT52	False	True	False
YGL162W	SUT1	YHL007C	STE20	False	True	False
YGL164C	YRB30	YLR293C	GSP1	False	True	False
YGL167C	PMR1	YML067C	ERV41	False	True	False
YGL171W	ROK1	YGR090W	UTP22	False	True	False
YGL171W	ROK1	YHR073W	OSH3	False	True	False
YGL171W	ROK1	YMR229C	RRP5	False	True	False
YGL172W	NUP49	YGR218W	CRM1	False	True	False
YGL172W	NUP49	YJL061W	NUP82	False	True	False
YGL172W	NUP49	YJR042W	NUP85	False	True	False
YGL173C	XRN1	YHR186C	KOG1	False	True	False
YGL173C	XRN1	YJR022W	LSM8	False	True	False
YGL173C	XRN1	YJR066W	TOR1	False	True	False
YGL173C	XRN1	YKL188C	PXA2	False	True	False
YGL173C	XRN1	YLR441C	RPS1A	False	True	False
YGL173C	XRN1	YMR080C	NAM7	False	True	False
YGL173C	XRN1	YMR116C	ASC1	False	True	False
YGL173C	XRN1	YNL118C	DCP2	False	True	False
YGL173C	XRN1	YOL149W	DCP1	False	True	False
YGL174W	BUD13	YLR016C	PML1	False	True	False
YGL174W	BUD13	YMR240C	CUS1	False	True	False
YGL174W	BUD13	YMR288W	HSH155	False	True	False
YGL175C	SAE2	YLR442C	SIR3	False	True	True
YGL175C	SAE2	YMR001C	CDC5	False	True	False
YGL175C	SAE2	YMR224C	MRE11	False	True	False
YGL175C	SAE2	YNL250W	RAD50	False	True	False
YGL175C	SAE2	YPL262W	FUM1	False	True	False
YGL178W	MPT5	YLR452C	SST2	False	True	False
YGL180W	ATG1	YGL180W	ATG1	False	True	False
YGL180W	ATG1	YLR423C	ATG17	False	True	False
YGL180W	ATG1	YNL182C	IPI3	False	True	False
YGL180W	ATG1	YNL223W	ATG4	False	True	False
YGL180W	ATG1	YNL272C	SEC2	False	True	False
YGL180W	ATG1	YOR344C	TYE7	False	True	False
YGL180W	ATG1	YPL146C	NOP53	False	True	False
YGL180W	ATG1	YPR049C	ATG11	False	True	False
YGL180W	ATG1	YPR185W	ATG13	False	True	True
YGL181W	GTS1	YGR241C	YAP1802	False	True	True
YGL181W	GTS1	YHR016C	YSC84	False	True	False
YGL181W	GTS1	YIR006C	PAN1	False	True	False
YGL181W	GTS1	YLL003W	SFI1	False	True	False
YGL181W	GTS1	YNL243W	SLA2	False	True	False
YGL181W	GTS1	YPR171W	BSP1	False	True	False
YGL187C	COX4	YJR045C	SSC1	False	True	False
YGL187C	COX4	YNL052W	COX5A	False	True	False
YGL187C	COX4	YOR136W	IDH2	False	True	False
YGL187C	COX4	YPL063W	TIM50	False	True	False
YGL189C	RPS26A	YMR080C	NAM7	False	True	False
YGL189C	RPS26A	YMR116C	ASC1	False	True	False
YGL189C	RPS26A	YOR167C	RPS28A	False	True	False
YGL190C	CDC55	YJL076W	NET1	False	True	False
YGL190C	CDC55	YML109W	ZDS2	False	True	True
YGL190C	CDC55	YNL157W	IGO1	False	True	False
YGL191W	COX13	YNL052W	COX5A	False	True	False
YGL192W	IME4	YNL196C	SLZ1	False	True	False
YGL195W	GCN1	YOR293W	RPS10A	False	True	False
YGL197W	MDS3	YLR310C	CDC25	False	True	False
YGL198W	YIP4	YGL198W	YIP4	False	True	False
YGL198W	YIP4	YGL210W	YPT32	False	True	False
YGL198W	YIP4	YHR105W	YPT35	False	True	False
YGL198W	YIP4	YKR014C	YPT52	False	True	False
YGL198W	YIP4	YLR262C	YPT6	False	True	False
YGL198W	YIP4	YML001W	YPT7	False	True	False
YGL198W	YIP4	YNL263C	YIF1	False	True	False
YGL198W	YIP4	YNL304W	YPT11	False	True	False
YGL200C	EMP24	YGR284C	ERV29	False	True	False
YGL200C	EMP24	YHR110W	ERP5	False	True	False
YGL200C	EMP24	YLR372W	ELO3	False	True	False
YGL200C	EMP24	YML012W	ERV25	False	True	False
YGL200C	EMP24	YOR016C	ERP4	False	True	False
YGL201C	MCM6	YIL150C	MCM10	False	True	True
YGL206C	CHC1	YGR167W	CLC1	False	True	False
YGL206C	CHC1	YHR161C	YAP1801	False	True	False
YGL206C	CHC1	YIR006C	PAN1	False	True	False
YGL206C	CHC1	YKL135C	APL2	False	True	False
YGL206C	CHC1	YLR206W	ENT2	False	True	False
YGL206C	CHC1	YNL084C	END3	False	True	False
YGL206C	CHC1	YNL243W	SLA2	False	True	False
YGL207W	SPT16	YNL102W	POL1	False	True	False
YGL210W	YPT32	YJL044C	GYP6	False	True	False
YGL210W	YPT32	YNL044W	YIP3	False	True	False
YGL210W	YPT32	YNL263C	YIF1	False	True	False
YGL210W	YPT32	YNL272C	SEC2	False	True	False
YGL210W	YPT32	YOR070C	GYP1	False	True	False
YGL210W	YPT32	YOR326W	MYO2	False	True	False
YGL211W	NCS6	YIL008W	URM1	False	True	False
YGL211W	NCS6	YNL119W	NCS2	False	True	False
YGL212W	VAM7	YLR093C	NYV1	False	True	False
YGL212W	VAM7	YMR053C	STB2	False	True	False
YGL212W	VAM7	YMR197C	VTI1	False	True	False
YGL212W	VAM7	YNL263C	YIF1	False	True	False
YGL212W	VAM7	YOR106W	VAM3	False	True	False
YGL212W	VAM7	YOR117W	RPT5	False	True	False
YGL212W	VAM7	YPL232W	SSO1	False	True	False
YGL212W	VAM7	YPL246C	RBD2	False	True	False
YGL213C	SKI8	YHR157W	REC104	False	True	False
YGL215W	CLG1	YPL031C	PHO85	False	True	False
YGL216W	KIP3	YLR045C	STU2	False	True	False
YGL219C	MDM34	YOL147C	PEX11	False	True	False
YGL223C	COG1	YGR120C	COG2	False	True	False
YGL223C	COG1	YML071C	COG8	False	True	True
YGL223C	COG1	YNL041C	COG6	False	True	False
YGL223C	COG1	YNL051W	COG5	False	True	False
YGL223C	COG1	YPR105C	COG4	False	True	False
YGL225W	VRG4	YHR186C	KOG1	False	True	False
YGL226W	MTC3	YHR051W	COX6	False	True	False
YGL227W	VID30	YKL152C	GPM1	False	True	False
YGL231C	EMC4	YIL027C	EMC5	False	True	False
YGL233W	SEC15	YOR326W	MYO2	False	True	False
YGL238W	CSE1	YLR293C	GSP1	False	True	True
YGL240W	DOC1	YHR166C	CDC23	False	True	False
YGL240W	DOC1	YKL022C	CDC16	False	True	False
YGL240W	DOC1	YLR102C	APC9	False	True	False
YGL240W	DOC1	YLR127C	APC2	False	True	False
YGL244W	RTF1	YHR030C	SLT2	False	True	False
YGL244W	RTF1	YML010W	SPT5	False	True	False
YGL245W	GUS1	YKL117W	SBA1	False	True	False
YGL247W	BRR6	YHR036W	BRL1	False	True	False
YGL249W	ZIP2	YIL073C	SPO22	False	True	False
YGL251C	HFM1	YLR035C	MLH2	False	True	False
YGL251C	HFM1	YLR234W	TOP3	False	True	False
YGL251C	HFM1	YMR167W	MLH1	False	True	False
YGL251C	HFM1	YPL024W	RMI1	False	True	False
YGL252C	RTG2	YHR186C	KOG1	False	True	False
YGL253W	HXK2	YGL253W	HXK2	False	True	False
YGL253W	HXK2	YKL038W	RGT1	False	True	False
YGL255W	ZRT1	YOR153W	PDR5	False	True	False
YGL255W	ZRT1	YOR328W	PDR10	False	True	False
YGR002C	SWC4	YLR424W	SPP382	False	True	False
YGR002C	SWC4	YNL107W	YAF9	False	True	False
YGR003W	CUL3	YOL133W	HRT1	False	True	True
YGR004W	PEX31	YGR004W	PEX31	False	True	False
YGR004W	PEX31	YLR324W	PEX30	False	True	False
YGR009C	SEC9	YHR073W	OSH3	False	True	False
YGR009C	SEC9	YLR268W	SEC22	False	True	False
YGR009C	SEC9	YOR327C	SNC2	False	True	False
YGR009C	SEC9	YPR032W	SRO7	False	True	False
YGR010W	NMA2	YLR328W	NMA1	False	True	True
YGR012W	MCY1	YHR003C	TCD1	False	True	False
YGR013W	SNU71	YKL012W	PRP40	False	True	True
YGR014W	MSB2	YLR229C	CDC42	False	True	False
YGR014W	MSB2	YNL233W	BNI4	False	True	False
YGR014W	MSB2	YNL298W	CLA4	False	True	False
YGR023W	MTL1	YLR371W	ROM2	False	True	False
YGR027C	RPS25A	YMR116C	ASC1	False	True	False
YGR030C	POP6	YIR015W	RPR2	False	True	False
YGR031W	IMO32	YHR186C	KOG1	False	True	False
YGR033C	TIM21	YNR017W	TIM23	False	True	False
YGR033C	TIM21	YPL063W	TIM50	False	True	False
YGR038W	ORM1	YGR038W	ORM1	False	True	False
YGR038W	ORM1	YLR350W	ORM2	False	True	False
YGR040W	KSS1	YGR040W	KSS1	False	True	False
YGR040W	KSS1	YHR084W	STE12	False	True	True
YGR040W	KSS1	YLR362W	STE11	False	True	False
YGR040W	KSS1	YNL053W	MSG5	False	True	False
YGR040W	KSS1	YNL233W	BNI4	False	True	False
YGR040W	KSS1	YPL049C	DIG1	False	True	True
YGR040W	KSS1	YPL115C	BEM3	False	True	False
YGR042W	MTE1	YIR002C	MPH1	False	True	False
YGR047C	TFC4	YGR156W	PTI1	False	True	False
YGR047C	TFC4	YGR246C	BRF1	False	True	False
YGR047C	TFC4	YHR143W-A	RPC10	False	True	False
YGR047C	TFC4	YNL039W	BDP1	False	True	False
YGR048W	UFD1	YKR002W	PAP1	False	True	False
YGR048W	UFD1	YML013W	UBX2	False	True	False
YGR054W		YGR054W		False	True	False
YGR054W		YMR080C	NAM7	False	True	False
YGR054W		YOR361C	PRT1	False	True	False
YGR055W	MUP1	YHR186C	KOG1	False	True	False
YGR055W	MUP1	YOR322C	LDB19	False	True	False
YGR056W	RSC1	YMR224C	MRE11	False	True	False
YGR059W	SPR3	YMR065W	KAR5	False	True	False
YGR060W	ERG25	YGR060W	ERG25	False	True	False
YGR060W	ERG25	YGR175C	ERG1	False	True	False
YGR060W	ERG25	YLR100W	ERG27	False	True	False
YGR060W	ERG25	YML048W	GSF2	False	True	False
YGR063C	SPT4	YNL201C	PSY2	False	True	False
YGR072W	UPF3	YHR077C	NMD2	False	True	False
YGR072W	UPF3	YMR080C	NAM7	False	True	False
YGR077C	PEX8	YLR191W	PEX13	False	True	False
YGR078C	PAC10	YML094W	GIM5	False	True	False
YGR081C	SLX9	YGR118W	RPS23A	False	True	False
YGR081C	SLX9	YHR203C	RPS4B	False	True	False
YGR081C	SLX9	YIL069C	RPS24B	False	True	False
YGR081C	SLX9	YJL190C	RPS22A	False	True	False
YGR081C	SLX9	YKL156W	RPS27A	False	True	False
YGR081C	SLX9	YLR441C	RPS1A	False	True	False
YGR081C	SLX9	YOR096W	RPS7A	False	True	False
YGR081C	SLX9	YOR145C	PNO1	False	True	False
YGR081C	SLX9	YPL081W	RPS9A	False	True	False
YGR082W	TOM20	YNL121C	TOM70	False	True	False
YGR082W	TOM20	YNL131W	TOM22	False	True	False
YGR083C	GCD2	YHR186C	KOG1	False	True	False
YGR085C	RPL11B	YMR116C	ASC1	False	True	False
YGR085C	RPL11B	YOR294W	RRS1	False	True	False
YGR086C	PIL1	YIL065C	FIS1	False	True	False
YGR086C	PIL1	YLL001W	DNM1	False	True	False
YGR086C	PIL1	YOL100W	PKH2	False	True	False
YGR086C	PIL1	YPL004C	LSP1	False	True	True
YGR089W	NNF2	YGR089W	NNF2	False	True	False
YGR089W	NNF2	YHL010C	ETP1	False	True	False
YGR089W	NNF2	YNL153C	GIM3	False	True	False
YGR089W	NNF2	YPR141C	KAR3	False	True	False
YGR090W	UTP22	YGR090W	UTP22	False	True	False
YGR090W	UTP22	YGR251W	NOP19	False	True	False
YGR090W	UTP22	YHR169W	DBP8	False	True	False
YGR090W	UTP22	YIL035C	CKA1	False	True	False
YGR090W	UTP22	YIL091C	UTP25	False	True	False
YGR090W	UTP22	YJL033W	HCA4	False	True	False
YGR090W	UTP22	YJL069C	UTP18	False	True	False
YGR090W	UTP22	YJR002W	MPP10	False	True	False
YGR090W	UTP22	YKL078W	DHR2	False	True	False
YGR090W	UTP22	YLR222C	UTP13	False	True	False
YGR090W	UTP22	YLR223C	IFH1	False	True	False
YGR090W	UTP22	YML093W	UTP14	False	True	False
YGR090W	UTP22	YMR128W	ECM16	False	True	False
YGR090W	UTP22	YMR229C	RRP5	False	True	False
YGR090W	UTP22	YNL186W	UBP10	False	True	False
YGR090W	UTP22	YNL224C	SQS1	False	True	False
YGR090W	UTP22	YPR137W	RRP9	False	True	False
YGR091W	PRP31	YHR034C	PIH1	False	True	False
YGR091W	PRP31	YPL193W	RSA1	False	True	False
YGR091W	PRP31	YPL235W	RVB2	False	True	False
YGR092W	DBF2	YNR052C	POP2	False	True	False
YGR092W	DBF2	YPL042C	SSN3	False	True	False
YGR093W	DRN1	YKL149C	DBR1	False	True	False
YGR097W	ASK10	YLR113W	HOG1	False	True	False
YGR097W	ASK10	YNL025C	SSN8	False	True	False
YGR099W	TEL2	YPL235W	RVB2	False	True	True
YGR103W	NOP7	YHR088W	RPF1	False	True	False
YGR103W	NOP7	YPL146C	NOP53	False	True	False
YGR108W	CLB1	YLR079W	SIC1	False	True	False
YGR109C	CLB6	YLR079W	SIC1	False	True	False
YGR113W	DAM1	YGR113W	DAM1	False	True	False
YGR113W	DAM1	YIR010W	DSN1	False	True	False
YGR113W	DAM1	YLR045C	STU2	False	True	False
YGR113W	DAM1	YPL018W	CTF19	False	True	False
YGR118W	RPS23A	YKR084C	HBS1	False	True	False
YGR118W	RPS23A	YNL001W	DOM34	False	True	False
YGR119C	NUP57	YGR119C	NUP57	False	True	False
YGR119C	NUP57	YGR218W	CRM1	False	True	False
YGR119C	NUP57	YKL068W	NUP100	False	True	False
YGR119C	NUP57	YMR047C	NUP116	False	True	False
YGR119C	NUP57	YMR308C	PSE1	False	True	False
YGR120C	COG2	YGR120C	COG2	False	True	True
YGR120C	COG2	YJL036W	SNX4	False	True	False
YGR120C	COG2	YNL051W	COG5	False	True	False
YGR120C	COG2	YPR105C	COG4	False	True	True
YGR123C	PPT1	YPL240C	HSP82	False	True	False
YGR124W	ASN2	YPR145W	ASN1	False	True	False
YGR128C	UTP8	YGR185C	TYS1	False	True	False
YGR128C	UTP8	YJL109C	UTP10	False	True	False
YGR129W	SYF2	YLL036C	PRP19	False	True	False
YGR130C		YMR031C	EIS1	False	True	False
YGR130C		YMR117C	SPC24	False	True	False
YGR132C	PHB1	YGR231C	PHB2	False	True	False
YGR133W	PEX4	YGR133W	PEX4	False	True	False
YGR134W	CAF130	YJR011C		False	True	True
YGR134W	CAF130	YPR072W	NOT5	False	True	False
YGR135W	PRE9	YKL145W	RPT1	False	True	False
YGR135W	PRE9	YPR108W	RPN7	False	True	False
YGR136W	LSB1	YLR144C	ACF2	False	True	False
YGR136W	LSB1	YNL094W	APP1	False	True	False
YGR136W	LSB1	YOR181W	LAS17	False	True	True
YGR136W	LSB1	YOR197W	MCA1	False	True	False
YGR136W	LSB1	YPR154W	PIN3	False	True	False
YGR140W	CBF2	YIR010W	DSN1	False	True	False
YGR140W	CBF2	YJR089W	BIR1	False	True	False
YGR140W	CBF2	YNL078W	NIS1	False	True	False
YGR140W	CBF2	YNL307C	MCK1	False	True	False
YGR140W	CBF2	YPL268W	PLC1	False	True	False
YGR142W	BTN2	YHR009C	TDA3	False	True	False
YGR142W	BTN2	YNL263C	YIF1	False	True	False
YGR145W	ENP2	YJL033W	HCA4	False	True	False
YGR152C	RSR1	YPL161C	BEM4	False	True	False
YGR156W	PTI1	YMR061W	RNA14	False	True	False
YGR158C	MTR3	YJR022W	LSM8	False	True	False
YGR159C	NSR1	YGR280C	PXR1	False	True	False
YGR159C	NSR1	YLR197W	NOP56	False	True	False
YGR159C	NSR1	YNL124W	NAF1	False	True	False
YGR159C	NSR1	YPL043W	NOP4	False	True	False
YGR162W	TIF4631	YGR162W	TIF4631	False	True	False
YGR163W	GTR2	YGR163W	GTR2	False	True	False
YGR163W	GTR2	YHR186C	KOG1	False	True	False
YGR163W	GTR2	YLR167W	RPS31	False	True	False
YGR167W	CLC1	YNL243W	SLA2	False	True	False
YGR168C		YGR168C		False	True	False
YGR170W	PSD2	YNL264C	PDR17	False	True	False
YGR172C	YIP1	YHR105W	YPT35	False	True	False
YGR172C	YIP1	YKR014C	YPT52	False	True	False
YGR172C	YIP1	YNL093W	YPT53	False	True	False
YGR172C	YIP1	YNL263C	YIF1	False	True	True
YGR172C	YIP1	YOR089C	VPS21	False	True	False
YGR172C	YIP1	YOR132W	VPS17	False	True	False
YGR172C	YIP1	YPR028W	YOP1	False	True	False
YGR178C	PBP1	YGR178C	PBP1	False	True	False
YGR178C	PBP1	YHR121W	LSM12	False	True	True
YGR178C	PBP1	YNL085W	MKT1	False	True	False
YGR178C	PBP1	YPL049C	DIG1	False	True	False
YGR179C	OKP1	YIR010W	DSN1	False	True	False
YGR179C	OKP1	YPL233W	NSL1	False	True	False
YGR180C	RNR4	YLL024C	SSA2	False	True	False
YGR181W	TIM13	YNR017W	TIM23	False	True	False
YGR184C	UBR1	YKL010C	UFD4	False	True	False
YGR185C	TYS1	YGR229C	SMI1	False	True	False
YGR186W	TFG1	YMR277W	FCP1	False	True	False
YGR186W	TFG1	YPL129W	TAF14	False	True	False
YGR188C	BUB1	YGR188C	BUB1	False	True	False
YGR188C	BUB1	YIR010W	DSN1	False	True	False
YGR192C	TDH3	YKL032C	IXR1	False	True	False
YGR193C	PDX1	YNL071W	LAT1	False	True	False
YGR195W	SKI6	YNL232W	CSL4	False	True	False
YGR195W	SKI6	YOR001W	RRP6	False	True	False
YGR198W	YPP1	YGR198W	YPP1	False	True	False
YGR198W	YPP1	YLR305C	STT4	False	True	False
YGR198W	YPP1	YMR212C	EFR3	False	True	False
YGR200C	ELP2	YPL101W	ELP4	False	True	False
YGR206W	MVB12	YPL065W	VPS28	False	True	False
YGR209C	TRX2	YHR023W	MYO1	False	True	False
YGR209C	TRX2	YLR043C	TRX1	False	True	False
YGR209C	TRX2	YML028W	TSA1	False	True	False
YGR209C	TRX2	YPR167C	MET16	False	True	False
YGR214W	RPS0A	YMR116C	ASC1	False	True	False
YGR218W	CRM1	YHR016C	YSC84	False	True	False
YGR218W	CRM1	YHR082C	KSP1	False	True	False
YGR218W	CRM1	YHR108W	GGA2	False	True	False
YGR218W	CRM1	YIL115C	NUP159	False	True	False
YGR218W	CRM1	YJR134C	SGM1	False	True	False
YGR218W	CRM1	YKL143W	LTV1	False	True	True
YGR218W	CRM1	YLR131C	ACE2	False	True	False
YGR218W	CRM1	YLR182W	SWI6	False	True	False
YGR218W	CRM1	YML007W	YAP1	False	True	True
YGR218W	CRM1	YML117W	NAB6	False	True	False
YGR218W	CRM1	YMR124W	EPO1	False	True	True
YGR218W	CRM1	YMR180C	CTL1	False	True	False
YGR218W	CRM1	YNL118C	DCP2	False	True	False
YGR218W	CRM1	YOR326W	MYO2	False	True	False
YGR218W	CRM1	YOR371C	GPB1	False	True	False
YGR218W	CRM1	YPL120W	VPS30	False	True	False
YGR218W	CRM1	YPR164W	MMS1	False	True	False
YGR229C	SMI1	YHR030C	SLT2	False	True	False
YGR229C	SMI1	YHR186C	KOG1	False	True	False
YGR229C	SMI1	YOR028C	CIN5	False	True	False
YGR231C	PHB2	YNL055C	POR1	False	True	False
YGR233C	PHO81	YIL050W	PCL7	False	True	False
YGR233C	PHO81	YOL001W	PHO80	False	True	False
YGR233C	PHO81	YPL031C	PHO85	False	True	True
YGR238C	KEL2	YHR158C	KEL1	False	True	True
YGR238C	KEL2	YLR096W	KIN2	False	True	False
YGR238C	KEL2	YOL069W	NUF2	False	True	False
YGR239C	PEX21	YLR191W	PEX13	False	True	False
YGR240C	PFK1	YGR240C	PFK1	False	True	True
YGR241C	YAP1802	YIR006C	PAN1	False	True	False
YGR241C	YAP1802	YLR206W	ENT2	False	True	False
YGR241C	YAP1802	YNL084C	END3	False	True	False
YGR244C	LSC2	YOR142W	LSC1	False	True	False
YGR245C	SDA1	YKR048C	NAP1	False	True	False
YGR246C	BRF1	YJL011C	RPC17	False	True	False
YGR249W	MGA1	YPL203W	TPK2	False	True	False
YGR251W	NOP19	YKL078W	DHR2	False	True	False
YGR252W	GCN5	YHR030C	SLT2	False	True	False
YGR252W	GCN5	YHR079C	IRE1	False	True	False
YGR252W	GCN5	YKR008W	RSC4	False	True	False
YGR253C	PUP2	YHR027C	RPN1	False	True	False
YGR253C	PUP2	YOR362C	PRE10	False	True	False
YGR258C	RAD2	YLR430W	SEN1	False	True	False
YGR258C	RAD2	YOL090W	MSH2	False	True	False
YGR262C	BUD32	YKR038C	KAE1	False	True	False
YGR268C	HUA1	YHR016C	YSC84	False	True	True
YGR271W	SLH1	YKR023W		False	True	False
YGR274C	TAF1	YMR005W	TAF4	False	True	False
YGR275W	RTT102	YHL025W	SNF6	False	True	False
YGR277C	CAB4	YIL083C	CAB2	False	True	False
YGR277C	CAB4	YKL088W	CAB3	False	True	False
