orf_name_a	gene_name_a	orf_name_b	gene_name_b	n_publications	n_methods	n_evidence	category
YDL092W	SRP14	YLL013C	PUF3	1	1	1	Lit-NB
YDL092W	SRP14	YLL024C	SSA2	1	1	1	Lit-NB
YDL092W	SRP14	YML105C	SEC65	3	3	4	Lit-NB
YDL092W	SRP14	YMR179W	SPT21	1	1	1	Lit-NB
YDL092W	SRP14	YNL209W	SSB2	1	1	1	Lit-NB
YDL092W	SRP14	YNL255C	GIS2	1	1	1	Lit-NB
YDL092W	SRP14	YNR051C	BRE5	1	1	1	Lit-NB
YDL092W	SRP14	YPL106C	SSE1	1	1	1	Lit-NB
YDL092W	SRP14	YPL210C	SRP72	2	1	2	Lit-NB
YDL092W	SRP14	YPL243W	SRP68	1	1	1	Lit-NB
YDL092W	SRP14	YPR042C	PUF2	1	1	1	Lit-NB
YDL092W	SRP14	YPR052C	NHP6A	1	1	1	Lit-BS
YDL092W	SRP14	YPR088C	SRP54	1	1	1	Lit-NB
YDL093W	PMT5	YDL229W	SSB1	1	1	1	Lit-NB
YDL093W	PMT5	YGL055W	OLE1	1	1	1	Lit-BS
YDL093W	PMT5	YOR321W	PMT3	1	1	1	Lit-NB
YDL095W	PMT1	YDL126C	CDC48	1	1	1	Lit-NB
YDL095W	PMT1	YDL143W	CCT4	1	1	1	Lit-NB
YDL095W	PMT1	YDL229W	SSB1	1	1	1	Lit-NB
YDL095W	PMT1	YDR086C	SSS1	1	1	1	Lit-NB
YDL095W	PMT1	YDR533C	HSP31	1	1	1	Lit-NB
YDL095W	PMT1	YEL002C	WBP1	1	1	1	Lit-NB
YDL095W	PMT1	YER087C-B	SBH1	1	1	1	Lit-NB
YDL095W	PMT1	YER120W	SCS2	1	1	1	Lit-NB
YDL095W	PMT1	YGL022W	STT3	1	1	1	Lit-NB
YDL095W	PMT1	YGL200C	EMP24	1	1	1	Lit-NB
YDL095W	PMT1	YGR184C	UBR1	1	1	1	Lit-NB
YDL095W	PMT1	YHL034C	SBP1	1	1	1	Lit-NB
YDL095W	PMT1	YHR027C	RPN1	1	1	1	Lit-NB
YDL095W	PMT1	YHR096C	HXT5	1	1	1	Lit-BS
YDL095W	PMT1	YJL002C	OST1	1	1	1	Lit-NB
YDL095W	PMT1	YKL212W	SAC1	1	1	1	Lit-NB
YDL095W	PMT1	YKR039W	GAP1	1	1	1	Lit-NB
YDL095W	PMT1	YLL024C	SSA2	1	1	1	Lit-NB
YDL095W	PMT1	YLR292C	SEC72	1	1	1	Lit-NB
YDL095W	PMT1	YLR378C	SEC61	1	1	1	Lit-NB
YDL095W	PMT1	YML012W	ERV25	1	1	1	Lit-NB
YDL095W	PMT1	YML019W	OST6	1	1	1	Lit-NB
YDL095W	PMT1	YML029W	USA1	1	1	1	Lit-NB
YDL095W	PMT1	YML130C	ERO1	1	1	1	Lit-NB
YDL095W	PMT1	YNL007C	SIS1	1	1	1	Lit-NB
YDL095W	PMT1	YNL064C	YDJ1	1	1	1	Lit-NB
YDL095W	PMT1	YNL074C	MLF3	1	1	1	Lit-NB
YDL095W	PMT1	YNL142W	MEP2	1	1	1	Lit-BS
YDL095W	PMT1	YOL013C	HRD1	1	1	1	Lit-NB
YDL095W	PMT1	YOR085W	OST3	1	1	1	Lit-NB
YDL095W	PMT1	YOR254C	SEC63	1	1	1	Lit-NB
YDL095W	PMT1	YOR321W	PMT3	1	1	1	Lit-NB
YDL095W	PMT1	YPL094C	SEC62	1	1	1	Lit-NB
YDL095W	PMT1	YPL106C	SSE1	1	1	1	Lit-NB
YDL097C	RPN6	YDL097C	RPN6	1	1	1	Lit-NB
YDL097C	RPN6	YDL147W	RPN5	13	5	13	Lit-BM
YDL097C	RPN6	YDL229W	SSB1	1	1	1	Lit-NB
YDL097C	RPN6	YDR212W	TCP1	1	1	1	Lit-NB
YDL097C	RPN6	YDR258C	HSP78	1	1	1	Lit-NB
YDL097C	RPN6	YDR320C	SWA2	1	1	1	Lit-NB
YDL097C	RPN6	YDR363W-A	SEM1	1	1	1	Lit-NB
YDL097C	RPN6	YDR394W	RPT3	1	1	1	Lit-NB
YDL097C	RPN6	YDR427W	RPN9	6	3	6	Lit-NB
YDL097C	RPN6	YEL037C	RAD23	1	1	1	Lit-NB
YDL097C	RPN6	YER012W	PRE1	3	2	3	Lit-NB
YDL097C	RPN6	YER021W	RPN3	5	3	5	Lit-NB
YDL097C	RPN6	YER120W	SCS2	1	1	1	Lit-NB
YDL097C	RPN6	YFR004W	RPN11	19	4	19	Lit-NB
YDL097C	RPN6	YFR052W	RPN12	4	3	4	Lit-NB
YDL097C	RPN6	YGL004C	RPN14	1	1	1	Lit-NB
YDL097C	RPN6	YGL048C	RPT6	1	1	1	Lit-NB
YDL097C	RPN6	YGL122C	NAB2	1	1	1	Lit-NB
YDL097C	RPN6	YGR232W	NAS6	2	2	2	Lit-NB
YDL097C	RPN6	YHL030W	ECM29	1	1	1	Lit-NB
YDL097C	RPN6	YHL034C	SBP1	1	1	1	Lit-NB
YDL097C	RPN6	YHR027C	RPN1	5	4	5	Lit-NB
YDL097C	RPN6	YHR183W	GND1	1	1	1	Lit-NB
YDL097C	RPN6	YHR200W	RPN10	4	3	4	Lit-NB
YDL097C	RPN6	YIL007C	NAS2	1	1	1	Lit-NB
YDL097C	RPN6	YIL075C	RPN2	2	2	2	Lit-NB
YDL097C	RPN6	YIR004W	DJP1	1	1	1	Lit-NB
YDL097C	RPN6	YJL179W	PFD1	1	1	1	Lit-NB
YDL097C	RPN6	YKL145W	RPT1	3	2	3	Lit-NB
YDL097C	RPN6	YLL013C	PUF3	1	1	1	Lit-NB
YDL097C	RPN6	YLL024C	SSA2	1	1	1	Lit-NB
YDL097C	RPN6	YLL026W	HSP104	1	1	1	Lit-NB
YDL097C	RPN6	YML092C	PRE8	1	1	1	Lit-NB
YDL097C	RPN6	YMR214W	SCJ1	1	1	1	Lit-NB
YDL097C	RPN6	YMR219W	ESC1	1	1	1	Lit-NB
YDL097C	RPN6	YNL209W	SSB2	1	1	1	Lit-NB
YDL097C	RPN6	YOL117W	RRI2	1	1	1	Lit-NB
YDL097C	RPN6	YOR117W	RPT5	2	1	2	Lit-NB
YDL097C	RPN6	YOR261C	RPN8	5	3	5	Lit-NB
YDL097C	RPN6	YOR362C	PRE10	1	1	1	Lit-NB
YDL097C	RPN6	YPR108W	RPN7	6	3	6	Lit-NB
YDL097C	RPN6	YPR190C	RPC82	1	1	1	Lit-NB
YDL098C	SNU23	YDR318W	MCM21	1	1	1	Lit-BS
YDL098C	SNU23	YER029C	SMB1	1	1	1	Lit-NB
YDL098C	SNU23	YER172C	BRR2	4	3	4	Lit-NB
YDL098C	SNU23	YGR218W	CRM1	1	1	1	Lit-NB
YDL098C	SNU23	YLL036C	PRP19	1	1	1	Lit-NB
YDL098C	SNU23	YLR147C	SMD3	1	1	1	Lit-NB
YDL098C	SNU23	YNL255C	GIS2	1	1	1	Lit-NB
YDL098C	SNU23	YOR308C	SNU66	1	1	1	Lit-NB
YDL098C	SNU23	YPL106C	SSE1	1	1	1	Lit-NB
YDL099W	BUG1	YDL099W	BUG1	2	2	2	Lit-BM
YDL099W	BUG1	YDR515W	SLF1	1	1	1	Lit-NB
YDL099W	BUG1	YDR517W	GRH1	2	2	2	Lit-NB
YDL099W	BUG1	YEL005C	VAB2	1	1	1	Lit-BS
YDL099W	BUG1	YGL122C	NAB2	1	1	1	Lit-NB
YDL099W	BUG1	YGR218W	CRM1	1	1	1	Lit-NB
YDL099W	BUG1	YHL034C	SBP1	1	1	1	Lit-NB
YDL099W	BUG1	YHR135C	YCK1	1	1	1	Lit-NB
YDL099W	BUG1	YJL164C	TPK1	1	1	1	Lit-NB
YDL099W	BUG1	YKL050C		1	1	1	Lit-BS
YDL099W	BUG1	YLR223C	IFH1	1	1	1	Lit-BS
YDL099W	BUG1	YML102W	CAC2	1	1	1	Lit-BS
YDL099W	BUG1	YNL124W	NAF1	1	1	1	Lit-BS
YDL100C	GET3	YDL100C	GET3	11	7	16	Lit-BM
YDL100C	GET3	YDL229W	SSB1	1	1	1	Lit-NB
YDL100C	GET3	YDR259C	YAP6	1	1	1	Lit-BS
YDL100C	GET3	YDR304C	CPR5	1	1	1	Lit-BS
YDL100C	GET3	YDR415C		1	1	1	Lit-BS
YDL100C	GET3	YDR437W	GPI19	1	1	1	Lit-BS
YDL100C	GET3	YDR513W	GRX2	1	1	1	Lit-BS
YDL100C	GET3	YER083C	GET2	5	3	6	Lit-BM
YDL100C	GET3	YER087C-B	SBH1	1	1	1	Lit-NB
YDL100C	GET3	YGL020C	GET1	6	4	8	Lit-BM
YDL100C	GET3	YGL122C	NAB2	1	1	1	Lit-NB
YDL100C	GET3	YHR005C	GPA1	1	1	1	Lit-BS
YDL100C	GET3	YHR027C	RPN1	1	1	1	Lit-NB
YDL100C	GET3	YHR114W	BZZ1	1	1	1	Lit-BS
YDL100C	GET3	YHR128W	FUR1	1	1	1	Lit-BS
YDL100C	GET3	YIL162W	SUC2	1	1	1	Lit-BS
YDL100C	GET3	YJL124C	LSM1	1	1	1	Lit-NB
YDL100C	GET3	YJR040W	GEF1	1	4	4	Lit-BM
YDL100C	GET3	YLR026C	SED5	1	1	1	Lit-BS
YDL100C	GET3	YLR268W	SEC22	4	3	4	Lit-BM
YDL100C	GET3	YMR186W	HSC82	1	1	1	Lit-NB
YDL100C	GET3	YMR307W	GAS1	1	1	1	Lit-NB
YDL100C	GET3	YNL209W	SSB2	1	1	1	Lit-NB
YDL100C	GET3	YOL018C	TLG2	1	1	1	Lit-BS
YDL100C	GET3	YOL044W	PEX15	1	1	1	Lit-BS
YDL100C	GET3	YOL111C	MDY2	5	5	7	Lit-BM
YDL100C	GET3	YOL159C	CSS3	1	1	1	Lit-BS
YDL100C	GET3	YOR007C	SGT2	1	1	1	Lit-NB
YDL100C	GET3	YOR036W	PEP12	1	1	1	Lit-BS
YDL100C	GET3	YOR117W	RPT5	1	1	1	Lit-NB
YDL100C	GET3	YOR164C	GET4	6	3	7	Lit-BM
YDL100C	GET3	YPL063W	TIM50	1	1	1	Lit-BS
YDL100C	GET3	YPL252C	YAH1	1	1	1	Lit-BS
YDL100C	GET3	YPR037C	ERV2	1	1	1	Lit-BS
YDL100C	GET3	YPR042C	PUF2	1	1	1	Lit-NB
YDL100C	GET3	YPR190C	RPC82	1	1	1	Lit-NB
YDL101C	DUN1	YDL229W	SSB1	1	1	1	Lit-NB
YDL101C	DUN1	YDR032C	PST2	1	1	1	Lit-NB
YDL101C	DUN1	YDR051C	DET1	1	1	1	Lit-BS
YDL101C	DUN1	YDR171W	HSP42	1	1	1	Lit-NB
YDL101C	DUN1	YDR258C	HSP78	1	1	1	Lit-NB
YDL101C	DUN1	YDR264C	AKR1	1	1	1	Lit-NB
YDL101C	DUN1	YDR523C	SPS1	1	1	1	Lit-NB
YDL101C	DUN1	YDR531W	CAB1	1	1	1	Lit-NB
YDL101C	DUN1	YEL017W	GTT3	1	1	1	Lit-NB
YDL101C	DUN1	YER064C	VHR2	1	1	1	Lit-NB
YDL101C	DUN1	YER079W		1	1	1	Lit-NB
YDL101C	DUN1	YFR028C	CDC14	1	1	1	Lit-NB
YDL101C	DUN1	YGL128C	CWC23	1	1	1	Lit-NB
YDL101C	DUN1	YGL175C	SAE2	1	1	1	Lit-NB
YDL101C	DUN1	YGR130C		1	1	1	Lit-NB
YDL101C	DUN1	YHR067W	HTD2	1	1	1	Lit-NB
YDL101C	DUN1	YHR135C	YCK1	1	1	1	Lit-BS
YDL101C	DUN1	YHR185C	PFS1	1	1	1	Lit-NB
YDL101C	DUN1	YJL076W	NET1	1	1	1	Lit-NB
YDL101C	DUN1	YJL111W	CCT7	1	1	1	Lit-NB
YDL101C	DUN1	YJR056C		1	1	1	Lit-NB
YDL101C	DUN1	YJR104C	SOD1	1	2	2	Lit-NB
YDL101C	DUN1	YKL025C	PAN3	1	1	1	Lit-BS
YDL101C	DUN1	YKR097W	PCK1	1	1	1	Lit-NB
YDL101C	DUN1	YLR001C		1	1	1	Lit-NB
YDL101C	DUN1	YLR098C	CHA4	1	1	1	Lit-NB
YDL101C	DUN1	YLR234W	TOP3	1	1	1	Lit-BS
YDL101C	DUN1	YLR437C	DIF1	1	1	1	Lit-NB
YDL101C	DUN1	YML058W	SML1	5	2	6	Lit-BM
YDL101C	DUN1	YML083C		1	1	1	Lit-NB
YDL101C	DUN1	YMR031C	EIS1	1	1	1	Lit-NB
YDL101C	DUN1	YMR086W	SEG1	1	1	1	Lit-NB
YDL101C	DUN1	YNL209W	SSB2	1	1	1	Lit-NB
YDL101C	DUN1	YNL227C	JJJ1	1	1	1	Lit-NB
YDL101C	DUN1	YOL082W	ATG19	1	1	1	Lit-NB
YDL101C	DUN1	YOL123W	HRP1	1	1	1	Lit-NB
YDL101C	DUN1	YPL153C	RAD53	4	4	5	Lit-NB
YDL101C	DUN1	YPL177C	CUP9	1	1	1	Lit-NB
YDL101C	DUN1	YPL240C	HSP82	1	1	1	Lit-NB
YDL101C	DUN1	YPL269W	KAR9	1	1	1	Lit-BS
YDL101C	DUN1	YPR088C	SRP54	1	1	1	Lit-NB
YDL102W	POL3	YDL229W	SSB1	1	1	1	Lit-NB
YDL102W	POL3	YDR258C	HSP78	1	1	1	Lit-NB
YDL102W	POL3	YEL030W	ECM10	1	1	1	Lit-NB
YDL102W	POL3	YHR064C	SSZ1	1	1	1	Lit-NB
YDL102W	POL3	YJR006W	POL31	8	4	10	Lit-BM
YDL102W	POL3	YJR043C	POL32	7	3	7	Lit-BM
YDL102W	POL3	YJR045C	SSC1	1	1	1	Lit-NB
YDL102W	POL3	YJR059W	PTK2	1	1	1	Lit-NB
YDL102W	POL3	YKL022C	CDC16	1	1	1	Lit-NB
YDL102W	POL3	YMR186W	HSC82	1	1	1	Lit-NB
YDL102W	POL3	YNL124W	NAF1	1	1	1	Lit-BS
YDL102W	POL3	YNL209W	SSB2	2	2	2	Lit-NB
YDL102W	POL3	YPL106C	SSE1	1	1	1	Lit-NB
YDL102W	POL3	YPR190C	RPC82	1	1	1	Lit-NB
YDL103C	QRI1	YDL229W	SSB1	1	1	1	Lit-NB
YDL103C	QRI1	YDR288W	NSE3	2	2	2	Lit-BM
YDL103C	QRI1	YDR515W	SLF1	1	1	1	Lit-NB
YDL103C	QRI1	YER048C	CAJ1	1	1	1	Lit-NB
YDL103C	QRI1	YGL122C	NAB2	1	1	1	Lit-NB
YDL103C	QRI1	YGL158W	RCK1	1	1	1	Lit-NB
YDL103C	QRI1	YJL006C	CTK2	1	1	1	Lit-NB
YDL103C	QRI1	YJL057C	IKS1	1	1	1	Lit-NB
YDL103C	QRI1	YKL139W	CTK1	1	1	1	Lit-NB
YDL103C	QRI1	YKL168C	KKQ8	1	1	1	Lit-NB
YDL103C	QRI1	YLL013C	PUF3	1	1	1	Lit-NB
YDL103C	QRI1	YLL024C	SSA2	1	1	1	Lit-NB
YDL103C	QRI1	YNL209W	SSB2	1	1	1	Lit-NB
YDL103C	QRI1	YOL045W	PSK2	1	1	1	Lit-NB
YDL103C	QRI1	YOR156C	NFI1	1	1	1	Lit-NB
YDL103C	QRI1	YPL106C	SSE1	1	1	1	Lit-NB
YDL103C	QRI1	YPR106W	ISR1	1	1	1	Lit-NB
YDL104C	QRI7	YDL104C	QRI7	2	2	3	Lit-BM
YDL104C	QRI7	YDL229W	SSB1	1	1	1	Lit-NB
YDL104C	QRI7	YDR320C	SWA2	1	1	1	Lit-NB
YDL104C	QRI7	YGR292W	MAL12	1	1	1	Lit-BS
YDL104C	QRI7	YJL008C	CCT8	1	1	1	Lit-NB
YDL104C	QRI7	YLL013C	PUF3	1	1	1	Lit-NB
YDL104C	QRI7	YNL077W	APJ1	1	1	1	Lit-NB
YDL104C	QRI7	YNL209W	SSB2	1	1	1	Lit-NB
YDL104C	QRI7	YPL106C	SSE1	1	1	1	Lit-NB
YDL104C	QRI7	YPL240C	HSP82	1	1	1	Lit-NB
YDL105W	NSE4	YDL229W	SSB1	1	1	1	Lit-NB
YDL105W	NSE4	YDR011W	SNQ2	1	1	1	Lit-BS
YDL105W	NSE4	YDR258C	HSP78	1	1	1	Lit-NB
YDL105W	NSE4	YDR288W	NSE3	5	4	7	Lit-BM
YDL105W	NSE4	YEL019C	MMS21	2	2	2	Lit-NB
YDL105W	NSE4	YER048C	CAJ1	1	1	1	Lit-NB
YDL105W	NSE4	YER081W	SER3	1	1	1	Lit-BS
YDL105W	NSE4	YHR154W	RTT107	1	1	1	Lit-BS
YDL105W	NSE4	YHR216W	IMD2	2	2	2	Lit-BM
YDL105W	NSE4	YLL024C	SSA2	1	1	1	Lit-NB
YDL105W	NSE4	YLR007W	NSE1	2	3	3	Lit-BM
YDL105W	NSE4	YLR216C	CPR6	2	2	2	Lit-BM
YDL105W	NSE4	YLR259C	HSP60	1	1	1	Lit-NB
YDL105W	NSE4	YLR383W	SMC6	1	1	1	Lit-NB
YDL105W	NSE4	YML023C	NSE5	1	1	1	Lit-NB
YDL105W	NSE4	YMR186W	HSC82	2	2	2	Lit-BM
YDL105W	NSE4	YNL007C	SIS1	1	1	1	Lit-NB
YDL105W	NSE4	YNL064C	YDJ1	1	1	1	Lit-NB
YDL105W	NSE4	YNR031C	SSK2	2	2	2	Lit-BM
YDL105W	NSE4	YOL034W	SMC5	4	3	5	Lit-BM
YDL105W	NSE4	YOL133W	HRT1	1	1	1	Lit-BS
YDL105W	NSE4	YOR027W	STI1	2	2	2	Lit-BM
YDL105W	NSE4	YPL106C	SSE1	1	1	1	Lit-NB
YDL105W	NSE4	YPL240C	HSP82	1	1	1	Lit-NB
YDL106C	PHO2	YDL136W	RPL35B	1	1	1	Lit-NB
YDL106C	PHO2	YDL191W	RPL35A	1	1	1	Lit-NB
YDL106C	PHO2	YDL229W	SSB1	1	1	1	Lit-NB
YDL106C	PHO2	YDR146C	SWI5	5	2	6	Lit-BM
YDL106C	PHO2	YDR500C	RPL37B	1	1	1	Lit-NB
YDL106C	PHO2	YER148W	SPT15	1	1	1	Lit-NB
YDL106C	PHO2	YFL016C	MDJ1	1	1	1	Lit-NB
YDL106C	PHO2	YFR024C-A	LSB3	1	1	1	Lit-BS
YDL106C	PHO2	YFR034C	PHO4	9	6	12	Lit-BM
YDL106C	PHO2	YJL115W	ASF1	1	1	1	Lit-NB
YDL106C	PHO2	YJL127C	SPT10	1	1	1	Lit-NB
YDL106C	PHO2	YJR123W	RPS5	1	1	1	Lit-NB
YDL106C	PHO2	YKR062W	TFA2	1	1	1	Lit-NB
YDL106C	PHO2	YKR099W	BAS1	5	2	6	Lit-BM
YDL106C	PHO2	YLR359W	ADE13	1	1	1	Lit-NB
YDL106C	PHO2	YLR384C	IKI3	1	1	1	Lit-NB
YDL106C	PHO2	YMR214W	SCJ1	1	1	1	Lit-NB
YDL106C	PHO2	YNL209W	SSB2	2	2	2	Lit-NB
YDL106C	PHO2	YOL133W	HRT1	1	1	1	Lit-BS
YDL106C	PHO2	YPR086W	SUA7	1	1	1	Lit-NB
YDL107W	MSS2	YDR231C	COX20	1	1	1	Lit-NB
YDL107W	MSS2	YDR258C	HSP78	1	1	1	Lit-NB
YDL107W	MSS2	YGL122C	NAB2	1	1	1	Lit-NB
YDL107W	MSS2	YGR062C	COX18	1	1	1	Lit-NB
YDL107W	MSS2	YGR078C	PAC10	1	1	1	Lit-NB
YDL107W	MSS2	YJL008C	CCT8	1	1	1	Lit-NB
YDL107W	MSS2	YLL013C	PUF3	2	1	2	Lit-NB
YDL107W	MSS2	YNL077W	APJ1	1	1	1	Lit-NB
YDL107W	MSS2	YNL209W	SSB2	1	1	1	Lit-NB
YDL107W	MSS2	YNL255C	GIS2	1	1	1	Lit-NB
YDL108W	KIN28	YDL125C	HNT1	1	2	2	Lit-BM
YDL108W	KIN28	YDL140C	RPO21	8	4	11	Lit-BM
YDL108W	KIN28	YDL166C	FAP7	1	1	1	Lit-NB
YDL108W	KIN28	YDL229W	SSB1	1	1	1	Lit-NB
YDL108W	KIN28	YDR087C	RRP1	1	1	1	Lit-NB
YDL108W	KIN28	YDR168W	CDC37	1	1	1	Lit-BS
YDL108W	KIN28	YDR188W	CCT6	1	1	1	Lit-NB
YDL108W	KIN28	YDR311W	TFB1	2	2	2	Lit-NB
YDL108W	KIN28	YDR382W	RPP2B	1	1	1	Lit-NB
YDL108W	KIN28	YDR460W	TFB3	7	6	9	Lit-BM
YDL108W	KIN28	YEL037C	RAD23	1	1	1	Lit-NB
YDL108W	KIN28	YER048C	CAJ1	1	1	1	Lit-NB
YDL108W	KIN28	YER064C	VHR2	1	1	1	Lit-NB
YDL108W	KIN28	YER171W	RAD3	1	1	1	Lit-NB
YDL108W	KIN28	YFL029C	CAK1	2	1	2	Lit-NB
YDL108W	KIN28	YGR021W		1	1	1	Lit-NB
YDL108W	KIN28	YHR041C	SRB2	1	1	1	Lit-NB
YDL108W	KIN28	YIL021W	RPB3	1	1	1	Lit-NB
YDL108W	KIN28	YIL094C	LYS12	1	1	1	Lit-NB
YDL108W	KIN28	YIL143C	SSL2	1	1	1	Lit-NB
YDL108W	KIN28	YJR092W	BUD4	1	1	1	Lit-NB
YDL108W	KIN28	YJR097W	JJJ3	1	1	1	Lit-NB
YDL108W	KIN28	YKL028W	TFA1	1	1	1	Lit-NB
YDL108W	KIN28	YKR029C	SET3	1	1	1	Lit-NB
YDL108W	KIN28	YKR062W	TFA2	1	1	1	Lit-NB
YDL108W	KIN28	YKR071C	DRE2	1	1	1	Lit-NB
YDL108W	KIN28	YLL008W	DRS1	1	1	1	Lit-NB
YDL108W	KIN28	YLR005W	SSL1	2	2	2	Lit-NB
YDL108W	KIN28	YLR060W	FRS1	1	1	1	Lit-NB
YDL108W	KIN28	YLR071C	RGR1	1	1	1	Lit-NB
YDL108W	KIN28	YLR113W	HOG1	1	1	1	Lit-NB
YDL108W	KIN28	YLR287C		1	1	1	Lit-NB
YDL108W	KIN28	YNL025C	SSN8	1	1	1	Lit-NB
YDL108W	KIN28	YNL113W	RPC19	1	1	1	Lit-NB
YDL108W	KIN28	YNL206C	RTT106	1	1	1	Lit-NB
YDL108W	KIN28	YNL209W	SSB2	2	2	2	Lit-NB
YDL108W	KIN28	YNL222W	SSU72	1	1	1	Lit-NB
YDL108W	KIN28	YNL272C	SEC2	1	1	1	Lit-NB
YDL108W	KIN28	YNR007C	ATG3	1	1	1	Lit-NB
YDL108W	KIN28	YOL012C	HTZ1	1	1	1	Lit-NB
YDL108W	KIN28	YOR141C	ARP8	1	1	1	Lit-NB
YDL108W	KIN28	YOR151C	RPB2	1	2	2	Lit-BM
YDL108W	KIN28	YOR174W	MED4	2	2	2	Lit-NB
YDL108W	KIN28	YOR272W	YTM1	1	1	1	Lit-NB
YDL108W	KIN28	YOR299W	BUD7	1	1	1	Lit-BS
YDL108W	KIN28	YPL106C	SSE1	1	1	1	Lit-NB
YDL108W	KIN28	YPL235W	RVB2	1	1	1	Lit-NB
YDL108W	KIN28	YPR013C	CMR3	1	1	1	Lit-NB
YDL108W	KIN28	YPR025C	CCL1	6	6	7	Lit-BM
YDL108W	KIN28	YPR056W	TFB4	2	2	2	Lit-NB
YDL109C		YDL229W	SSB1	1	1	1	Lit-NB
YDL109C		YGL122C	NAB2	1	1	1	Lit-NB
YDL109C		YHR064C	SSZ1	1	1	1	Lit-NB
YDL109C		YJL179W	PFD1	1	1	1	Lit-NB
YDL109C		YJR045C	SSC1	1	1	1	Lit-NB
YDL109C		YLL024C	SSA2	1	1	1	Lit-NB
YDL109C		YPL106C	SSE1	1	1	1	Lit-NB
YDL110C	TMA17	YDL156W	CMR1	1	1	1	Lit-BS
YDL110C	TMA17	YDL229W	SSB1	1	1	1	Lit-NB
YDL110C	TMA17	YDR258C	HSP78	1	1	1	Lit-NB
YDL110C	TMA17	YDR318W	MCM21	1	1	1	Lit-BS
YDL110C	TMA17	YER093C	TSC11	1	1	1	Lit-BS
YDL110C	TMA17	YGL122C	NAB2	1	1	1	Lit-NB
YDL110C	TMA17	YLL013C	PUF3	2	1	2	Lit-NB
YDL110C	TMA17	YLL024C	SSA2	1	1	1	Lit-NB
YDL110C	TMA17	YLR125W		2	2	2	Lit-BM
YDL110C	TMA17	YNL209W	SSB2	1	1	1	Lit-NB
YDL110C	TMA17	YOR259C	RPT4	1	1	1	Lit-BS
YDL110C	TMA17	YPL020C	ULP1	1	1	1	Lit-BS
YDL110C	TMA17	YPL106C	SSE1	1	1	1	Lit-NB
YDL110C	TMA17	YPL204W	HRR25	1	1	1	Lit-NB
YDL111C	RRP42	YDL111C	RRP42	1	1	1	Lit-NB
YDL111C	RRP42	YDL165W	CDC36	1	1	1	Lit-NB
YDL111C	RRP42	YDL229W	SSB1	1	1	1	Lit-NB
YDL111C	RRP42	YDR258C	HSP78	1	1	1	Lit-NB
YDL111C	RRP42	YDR280W	RRP45	1	1	1	Lit-NB
YDL111C	RRP42	YER068W	MOT2	1	1	1	Lit-NB
YDL111C	RRP42	YGR095C	RRP46	4	3	4	Lit-NB
YDL111C	RRP42	YGR134W	CAF130	1	1	1	Lit-NB
YDL111C	RRP42	YGR158C	MTR3	3	2	4	Lit-BM
YDL111C	RRP42	YGR195W	SKI6	4	2	4	Lit-NB
YDL111C	RRP42	YHL034C	SBP1	1	1	1	Lit-NB
YDL111C	RRP42	YHR069C	RRP4	1	1	1	Lit-NB
YDL111C	RRP42	YNL209W	SSB2	2	2	2	Lit-NB
YDL111C	RRP42	YNL232W	CSL4	4	4	5	Lit-NB
YDL111C	RRP42	YNR024W	MPP6	1	1	1	Lit-NB
YDL111C	RRP42	YOL021C	DIS3	5	4	5	Lit-NB
YDL111C	RRP42	YOR001W	RRP6	4	3	4	Lit-NB
YDL111C	RRP42	YOR076C	SKI7	2	2	2	Lit-NB
YDL112W	TRM3	YDL156W	CMR1	1	1	1	Lit-NB
YDL112W	TRM3	YDL229W	SSB1	1	1	1	Lit-NB
YDL112W	TRM3	YDR258C	HSP78	1	1	1	Lit-NB
YDL112W	TRM3	YER146W	LSM5	1	1	1	Lit-BS
YDL112W	TRM3	YHL034C	SBP1	1	1	1	Lit-NB
YDL112W	TRM3	YHR134W	WSS1	1	1	1	Lit-NB
YDL112W	TRM3	YJL034W	KAR2	1	1	1	Lit-NB
YDL112W	TRM3	YLL013C	PUF3	1	1	1	Lit-NB
YDL112W	TRM3	YMR161W	HLJ1	1	1	1	Lit-NB
YDL112W	TRM3	YMR186W	HSC82	1	1	1	Lit-NB
YDL112W	TRM3	YNL064C	YDJ1	1	1	1	Lit-NB
YDL112W	TRM3	YPL106C	SSE1	1	1	1	Lit-NB
YDL113C	ATG20	YDL132W	CDC53	1	1	1	Lit-NB
YDL113C	ATG20	YER157W	COG3	1	1	1	Lit-BS
YDL113C	ATG20	YGL122C	NAB2	1	1	1	Lit-NB
YDL113C	ATG20	YGL223C	COG1	1	1	1	Lit-BS
YDL113C	ATG20	YGR120C	COG2	1	1	1	Lit-BS
YDL113C	ATG20	YGR130C		1	1	1	Lit-BS
YDL113C	ATG20	YGR172C	YIP1	1	2	2	Lit-BM
YDL113C	ATG20	YHR082C	KSP1	1	1	1	Lit-NB
YDL113C	ATG20	YJL036W	SNX4	4	3	4	Lit-BM
YDL113C	ATG20	YLL013C	PUF3	1	1	1	Lit-NB
YDL113C	ATG20	YLR191W	PEX13	1	1	1	Lit-BS
YDL113C	ATG20	YLR315W	NKP2	1	1	1	Lit-BS
YDL113C	ATG20	YLR424W	SPP382	1	1	1	Lit-BS
YDL113C	ATG20	YNL209W	SSB2	1	1	1	Lit-NB
YDL113C	ATG20	YNL263C	YIF1	1	1	1	Lit-NB
YDL113C	ATG20	YOL133W	HRT1	1	1	1	Lit-NB
