orf_name_a	gene_name_a	orf_name_b	gene_name_b	n_publications	n_methods	n_evidence	category
YNL177C	MRPL22	YPL254W	HFI1	1	1	1	Lit-NB
YNL177C	MRPL22	YPR042C	PUF2	1	1	1	Lit-NB
YNL178W	RPS3	YNL207W	RIO2	3	1	3	Lit-NB
YNL178W	RPS3	YNL209W	SSB2	1	1	1	Lit-NB
YNL178W	RPS3	YNL255C	GIS2	2	1	2	Lit-NB
YNL178W	RPS3	YNR051C	BRE5	1	1	1	Lit-NB
YNL178W	RPS3	YNR054C	ESF2	1	1	1	Lit-NB
YNL178W	RPS3	YOL127W	RPL25	1	1	1	Lit-NB
YNL178W	RPS3	YOR046C	DBP5	1	1	1	Lit-NB
YNL178W	RPS3	YOR117W	RPT5	1	1	1	Lit-NB
YNL178W	RPS3	YOR254C	SEC63	1	1	1	Lit-NB
YNL178W	RPS3	YPL106C	SSE1	1	1	1	Lit-NB
YNL178W	RPS3	YPL169C	MEX67	1	1	1	Lit-NB
YNL178W	RPS3	YPL203W	TPK2	1	1	1	Lit-NB
YNL178W	RPS3	YPL204W	HRR25	1	1	1	Lit-NB
YNL178W	RPS3	YPL239W	YAR1	2	3	3	Lit-BM
YNL178W	RPS3	YPL240C	HSP82	1	1	1	Lit-NB
YNL178W	RPS3	YPR129W	SCD6	1	1	1	Lit-NB
YNL180C	RHO5	YNL183C	NPR1	1	1	1	Lit-NB
YNL180C	RHO5	YPL106C	SSE1	1	1	1	Lit-NB
YNL181W	PBR1	YNL209W	SSB2	1	1	1	Lit-NB
YNL182C	IPI3	YNL182C	IPI3	1	1	1	Lit-BS
YNL182C	IPI3	YNL189W	SRP1	1	1	1	Lit-BS
YNL182C	IPI3	YNL209W	SSB2	1	1	1	Lit-NB
YNL182C	IPI3	YOL081W	IRA2	1	1	1	Lit-NB
YNL182C	IPI3	YOR036W	PEP12	1	1	1	Lit-BS
YNL182C	IPI3	YPL093W	NOG1	1	1	1	Lit-NB
YNL182C	IPI3	YPR019W	MCM4	1	1	1	Lit-BS
YNL182C	IPI3	YPR022C	SDD4	1	1	1	Lit-BS
YNL182C	IPI3	YPR124W	CTR1	1	1	1	Lit-BS
YNL183C	NPR1	YNL183C	NPR1	2	1	2	Lit-NB
YNL183C	NPR1	YNL209W	SSB2	1	1	1	Lit-NB
YNL183C	NPR1	YOR322C	LDB19	1	1	1	Lit-NB
YNL183C	NPR1	YPL180W	TCO89	1	1	1	Lit-NB
YNL183C	NPR1	YPL204W	HRR25	1	1	1	Lit-NB
YNL183C	NPR1	YPR042C	PUF2	1	1	1	Lit-NB
YNL185C	MRPL19	YPR042C	PUF2	1	1	1	Lit-NB
YNL186W	UBP10	YNL186W	UBP10	1	1	1	Lit-NB
YNL186W	UBP10	YNL209W	SSB2	1	1	1	Lit-NB
YNL186W	UBP10	YNL301C	RPL18B	1	1	1	Lit-NB
YNL186W	UBP10	YOL041C	NOP12	1	1	1	Lit-NB
YNL186W	UBP10	YOL077C	BRX1	1	1	1	Lit-NB
YNL186W	UBP10	YOL113W	SKM1	1	1	1	Lit-NB
YNL186W	UBP10	YOL120C	RPL18A	1	1	1	Lit-NB
YNL186W	UBP10	YOL123W	HRP1	1	1	1	Lit-NB
YNL186W	UBP10	YOR051C	ETT1	1	1	1	Lit-NB
YNL186W	UBP10	YOR206W	NOC2	1	1	1	Lit-NB
YNL186W	UBP10	YOR254C	SEC63	1	1	1	Lit-NB
YNL186W	UBP10	YOR310C	NOP58	1	1	1	Lit-NB
YNL186W	UBP10	YOR341W	RPA190	1	2	2	Lit-NB
YNL186W	UBP10	YPL031C	PHO85	1	1	1	Lit-NB
YNL186W	UBP10	YPL042C	SSN3	1	1	1	Lit-NB
YNL186W	UBP10	YPL043W	NOP4	1	1	1	Lit-NB
YNL186W	UBP10	YPL048W	CAM1	1	1	1	Lit-NB
YNL186W	UBP10	YPL093W	NOG1	1	1	1	Lit-NB
YNL186W	UBP10	YPL106C	SSE1	1	1	1	Lit-NB
YNL186W	UBP10	YPL126W	NAN1	1	1	1	Lit-NB
YNL186W	UBP10	YPL150W		1	1	1	Lit-NB
YNL186W	UBP10	YPL153C	RAD53	1	1	1	Lit-NB
YNL186W	UBP10	YPL240C	HSP82	2	2	2	Lit-NB
YNL186W	UBP10	YPR036W	VMA13	1	1	1	Lit-NB
YNL186W	UBP10	YPR074C	TKL1	1	1	1	Lit-NB
YNL186W	UBP10	YPR112C	MRD1	1	1	1	Lit-NB
YNL187W	SWT21	YNL307C	MCK1	1	1	1	Lit-NB
YNL187W	SWT21	YNR028W	CPR8	1	1	1	Lit-BS
YNL187W	SWT21	YPL178W	CBC2	1	1	1	Lit-NB
YNL188W	KAR1	YOR257W	CDC31	5	2	5	Lit-BM
YNL188W	KAR1	YPL055C	LGE1	1	1	1	Lit-NB
YNL188W	KAR1	YPL255W	BBP1	1	1	1	Lit-BS
YNL189W	SRP1	YNL209W	SSB2	1	1	1	Lit-NB
YNL189W	SRP1	YNL246W	VPS75	1	1	1	Lit-NB
YNL189W	SRP1	YNL333W	SNZ2	1	1	1	Lit-BS
YNL189W	SRP1	YNR069C	BSC5	1	1	1	Lit-BS
YNL189W	SRP1	YOL004W	SIN3	1	1	1	Lit-NB
YNL189W	SRP1	YOL148C	SPT20	1	1	1	Lit-NB
YNL189W	SRP1	YOR001W	RRP6	2	1	2	Lit-NB
YNL189W	SRP1	YOR098C	NUP1	8	3	8	Lit-NB
YNL189W	SRP1	YOR136W	IDH2	1	1	1	Lit-BS
YNL189W	SRP1	YOR244W	ESA1	1	1	1	Lit-NB
YNL189W	SRP1	YOR308C	SNU66	1	1	1	Lit-BS
YNL189W	SRP1	YPL020C	ULP1	4	2	4	Lit-BM
YNL189W	SRP1	YPL031C	PHO85	1	1	1	Lit-NB
YNL189W	SRP1	YPL049C	DIG1	1	1	1	Lit-BS
YNL189W	SRP1	YPL055C	LGE1	1	1	1	Lit-NB
YNL189W	SRP1	YPL089C	RLM1	1	1	1	Lit-NB
YNL189W	SRP1	YPL153C	RAD53	1	1	1	Lit-NB
YNL189W	SRP1	YPL169C	MEX67	1	1	1	Lit-NB
YNL189W	SRP1	YPL178W	CBC2	3	2	3	Lit-NB
YNL189W	SRP1	YPL240C	HSP82	1	1	1	Lit-NB
YNL189W	SRP1	YPR018W	RLF2	1	1	1	Lit-NB
YNL189W	SRP1	YPR025C	CCL1	1	1	1	Lit-NB
YNL189W	SRP1	YPR042C	PUF2	1	1	1	Lit-NB
YNL189W	SRP1	YPR119W	CLB2	2	2	2	Lit-NB
YNL189W	SRP1	YPR182W	SMX3	1	1	1	Lit-BS
YNL189W	SRP1	YPR190C	RPC82	1	1	1	Lit-NB
YNL189W	SRP1	YPR191W	QCR2	1	1	1	Lit-BS
YNL190W		YNL251C	NRD1	1	1	1	Lit-NB
YNL190W		YPR042C	PUF2	1	1	1	Lit-NB
YNL191W	DUG3	YNL209W	SSB2	1	1	1	Lit-NB
YNL191W	DUG3	YPL249C	GYP5	1	1	1	Lit-BS
YNL192W	CHS1	YNL209W	SSB2	1	1	1	Lit-NB
YNL192W	CHS1	YPL204W	HRR25	1	1	1	Lit-NB
YNL192W	CHS1	YPR042C	PUF2	1	1	1	Lit-NB
YNL193W		YNL209W	SSB2	1	1	1	Lit-NB
YNL193W		YPR088C	SRP54	1	1	1	Lit-NB
YNL194C		YPL240C	HSP82	1	1	1	Lit-BS
YNL194C		YPR042C	PUF2	1	1	1	Lit-NB
YNL194C		YPR079W	MRL1	1	1	1	Lit-BS
YNL197C	WHI3	YNL197C	WHI3	1	1	1	Lit-NB
YNL197C	WHI3	YNL209W	SSB2	1	1	1	Lit-NB
YNL197C	WHI3	YNL268W	LYP1	1	1	1	Lit-NB
YNL197C	WHI3	YNL281W	HCH1	1	1	1	Lit-NB
YNL197C	WHI3	YNL327W	EGT2	1	1	1	Lit-NB
YNL197C	WHI3	YNL328C	MDJ2	1	1	1	Lit-NB
YNL197C	WHI3	YNR014W		1	1	1	Lit-NB
YNL197C	WHI3	YOL036W		1	1	1	Lit-NB
YNL197C	WHI3	YOL078W	AVO1	1	1	1	Lit-NB
YNL197C	WHI3	YOL128C	YGK3	1	1	1	Lit-NB
YNL197C	WHI3	YOR023C	AHC1	1	1	1	Lit-NB
YNL197C	WHI3	YOR025W	HST3	1	1	1	Lit-NB
YNL197C	WHI3	YOR052C	TMC1	1	1	1	Lit-NB
YNL197C	WHI3	YOR107W	RGS2	1	1	1	Lit-NB
YNL197C	WHI3	YOR129C	AFI1	1	1	1	Lit-NB
YNL197C	WHI3	YOR172W	YRM1	1	1	1	Lit-NB
YNL197C	WHI3	YOR204W	DED1	1	1	1	Lit-NB
YNL197C	WHI3	YOR233W	KIN4	1	1	1	Lit-NB
YNL197C	WHI3	YOR273C	TPO4	1	1	1	Lit-NB
YNL197C	WHI3	YOR372C	NDD1	1	1	1	Lit-NB
YNL197C	WHI3	YPL069C	BTS1	1	1	1	Lit-NB
YNL197C	WHI3	YPL089C	RLM1	1	1	1	Lit-NB
YNL197C	WHI3	YPL116W	HOS3	1	1	1	Lit-NB
YNL197C	WHI3	YPL135W	ISU1	1	1	1	Lit-NB
YNL197C	WHI3	YPL141C	FRK1	1	1	1	Lit-NB
YNL197C	WHI3	YPL203W	TPK2	1	1	1	Lit-NB
YNL197C	WHI3	YPL204W	HRR25	1	1	1	Lit-NB
YNL197C	WHI3	YPL256C	CLN2	1	1	1	Lit-NB
YNL197C	WHI3	YPL268W	PLC1	1	1	1	Lit-NB
YNL197C	WHI3	YPR042C	PUF2	1	1	1	Lit-NB
YNL197C	WHI3	YPR120C	CLB5	1	1	1	Lit-NB
YNL199C	GCR2	YNL216W	RAP1	1	1	1	Lit-NB
YNL199C	GCR2	YPL075W	GCR1	4	3	4	Lit-BM
YNL200C	NNR1	YNL209W	SSB2	1	1	1	Lit-NB
YNL201C	PSY2	YNL209W	SSB2	1	1	1	Lit-NB
YNL201C	PSY2	YNL307C	MCK1	1	1	1	Lit-NB
YNL201C	PSY2	YOL016C	CMK2	1	1	1	Lit-NB
YNL201C	PSY2	YOR047C	STD1	2	2	2	Lit-BM
YNL201C	PSY2	YPL031C	PHO85	1	1	1	Lit-BS
YNL201C	PSY2	YPL106C	SSE1	1	1	1	Lit-NB
YNL201C	PSY2	YPL153C	RAD53	3	2	3	Lit-BM
YNL201C	PSY2	YPR040W	TIP41	1	1	1	Lit-NB
YNL201C	PSY2	YPR101W	SNT309	1	1	1	Lit-BS
YNL206C	RTT106	YNL206C	RTT106	3	2	3	Lit-NB
YNL206C	RTT106	YNL255C	GIS2	1	1	1	Lit-NB
YNL206C	RTT106	YOL012C	HTZ1	1	1	1	Lit-NB
YNL206C	RTT106	YOR038C	HIR2	2	2	2	Lit-NB
YNL206C	RTT106	YOR304W	ISW2	1	1	1	Lit-NB
YNL206C	RTT106	YPL082C	MOT1	1	1	1	Lit-NB
YNL206C	RTT106	YPL106C	SSE1	1	1	1	Lit-NB
YNL206C	RTT106	YPL127C	HHO1	1	1	1	Lit-NB
YNL206C	RTT106	YPL235W	RVB2	1	1	1	Lit-NB
YNL206C	RTT106	YPR018W	RLF2	1	1	1	Lit-NB
YNL206C	RTT106	YPR162C	ORC4	1	1	1	Lit-NB
YNL207W	RIO2	YNL209W	SSB2	1	1	1	Lit-NB
YNL207W	RIO2	YNL244C	SUI1	1	1	1	Lit-BS
YNL207W	RIO2	YNL302C	RPS19B	1	1	1	Lit-NB
YNL207W	RIO2	YOL040C	RPS15	2	2	2	Lit-NB
YNL207W	RIO2	YOL121C	RPS19A	1	1	1	Lit-NB
YNL207W	RIO2	YOR039W	CKB2	1	1	1	Lit-NB
YNL207W	RIO2	YOR046C	DBP5	1	1	1	Lit-NB
YNL207W	RIO2	YOR056C	NOB1	6	4	6	Lit-BM
YNL207W	RIO2	YOR061W	CKA2	1	1	1	Lit-NB
YNL207W	RIO2	YOR096W	RPS7A	1	1	1	Lit-NB
YNL207W	RIO2	YOR145C	PNO1	6	4	6	Lit-BM
YNL207W	RIO2	YOR167C	RPS28A	1	1	1	Lit-NB
YNL207W	RIO2	YOR182C	RPS30B	1	1	1	Lit-NB
YNL207W	RIO2	YOR204W	DED1	1	1	1	Lit-NB
YNL207W	RIO2	YOR369C	RPS12	1	1	1	Lit-NB
YNL207W	RIO2	YPL012W	RRP12	1	1	1	Lit-NB
YNL207W	RIO2	YPL042C	SSN3	1	1	1	Lit-NB
YNL207W	RIO2	YPL081W	RPS9A	1	1	1	Lit-NB
YNL207W	RIO2	YPL090C	RPS6A	1	1	1	Lit-NB
YNL207W	RIO2	YPL169C	MEX67	1	1	1	Lit-NB
YNL207W	RIO2	YPL204W	HRR25	3	2	3	Lit-NB
YNL207W	RIO2	YPL266W	DIM1	7	4	7	Lit-BM
YNL207W	RIO2	YPR115W	RGC1	1	1	1	Lit-NB
YNL207W	RIO2	YPR132W	RPS23B	1	1	1	Lit-NB
YNL208W		YNL255C	GIS2	1	1	1	Lit-NB
YNL208W		YNL271C	BNI1	1	1	1	Lit-NB
YNL208W		YOR153W	PDR5	1	1	1	Lit-BS
YNL208W		YOR285W	RDL1	1	1	1	Lit-BS
YNL208W		YPL254W	HFI1	1	1	1	Lit-NB
YNL208W		YPR190C	RPC82	1	1	1	Lit-NB
YNL209W	SSB2	YNL209W	SSB2	1	1	1	Lit-NB
YNL209W	SSB2	YNL215W	IES2	1	1	1	Lit-NB
YNL209W	SSB2	YNL218W	MGS1	1	1	1	Lit-NB
YNL209W	SSB2	YNL220W	ADE12	1	1	1	Lit-NB
YNL209W	SSB2	YNL221C	POP1	1	1	1	Lit-NB
YNL209W	SSB2	YNL222W	SSU72	1	1	1	Lit-NB
YNL209W	SSB2	YNL229C	URE2	1	1	1	Lit-NB
YNL209W	SSB2	YNL230C	ELA1	1	1	1	Lit-NB
YNL209W	SSB2	YNL232W	CSL4	1	1	1	Lit-NB
YNL209W	SSB2	YNL234W		1	1	1	Lit-NB
YNL209W	SSB2	YNL238W	KEX2	1	1	1	Lit-NB
YNL209W	SSB2	YNL239W	LAP3	2	2	2	Lit-NB
YNL209W	SSB2	YNL240C	NAR1	1	1	1	Lit-NB
YNL209W	SSB2	YNL241C	ZWF1	2	2	2	Lit-NB
YNL209W	SSB2	YNL242W	ATG2	1	1	1	Lit-NB
YNL209W	SSB2	YNL243W	SLA2	1	1	1	Lit-NB
YNL209W	SSB2	YNL244C	SUI1	1	1	1	Lit-NB
YNL209W	SSB2	YNL246W	VPS75	2	2	2	Lit-NB
YNL209W	SSB2	YNL247W		1	1	1	Lit-NB
YNL209W	SSB2	YNL248C	RPA49	1	1	1	Lit-NB
YNL209W	SSB2	YNL250W	RAD50	1	1	1	Lit-NB
YNL209W	SSB2	YNL251C	NRD1	1	1	1	Lit-NB
YNL209W	SSB2	YNL252C	MRPL17	1	1	1	Lit-NB
YNL209W	SSB2	YNL253W	TEX1	2	2	2	Lit-NB
YNL209W	SSB2	YNL255C	GIS2	2	2	2	Lit-NB
YNL209W	SSB2	YNL256W	FOL1	2	2	2	Lit-NB
YNL209W	SSB2	YNL257C	SIP3	1	1	1	Lit-NB
YNL209W	SSB2	YNL258C	DSL1	1	1	1	Lit-NB
YNL209W	SSB2	YNL261W	ORC5	2	2	2	Lit-NB
YNL209W	SSB2	YNL262W	POL2	2	2	2	Lit-NB
YNL209W	SSB2	YNL263C	YIF1	1	1	1	Lit-NB
YNL209W	SSB2	YNL264C	PDR17	1	1	1	Lit-NB
YNL209W	SSB2	YNL271C	BNI1	1	1	1	Lit-NB
YNL209W	SSB2	YNL274C	GOR1	1	1	1	Lit-NB
YNL209W	SSB2	YNL277W	MET2	1	1	1	Lit-NB
YNL209W	SSB2	YNL278W	CAF120	2	2	2	Lit-NB
YNL209W	SSB2	YNL281W	HCH1	1	1	1	Lit-NB
YNL209W	SSB2	YNL284C	MRPL10	1	1	1	Lit-NB
YNL209W	SSB2	YNL288W	CAF40	1	1	1	Lit-NB
YNL209W	SSB2	YNL289W	PCL1	1	1	1	Lit-NB
YNL209W	SSB2	YNL290W	RFC3	1	1	1	Lit-NB
YNL209W	SSB2	YNL292W	PUS4	2	2	2	Lit-NB
YNL209W	SSB2	YNL295W	MRX6	1	1	1	Lit-NB
YNL209W	SSB2	YNL297C	MON2	1	1	1	Lit-NB
YNL209W	SSB2	YNL298W	CLA4	2	2	2	Lit-NB
YNL209W	SSB2	YNL299W	TRF5	1	1	1	Lit-NB
YNL209W	SSB2	YNL300W	TOS6	1	1	1	Lit-NB
YNL209W	SSB2	YNL301C	RPL18B	1	1	1	Lit-NB
YNL209W	SSB2	YNL302C	RPS19B	2	2	2	Lit-NB
YNL209W	SSB2	YNL304W	YPT11	1	1	1	Lit-NB
YNL209W	SSB2	YNL306W	MRPS18	1	1	1	Lit-NB
YNL209W	SSB2	YNL307C	MCK1	1	1	1	Lit-NB
YNL209W	SSB2	YNL308C	KRI1	1	1	1	Lit-NB
YNL209W	SSB2	YNL309W	STB1	1	1	1	Lit-NB
YNL209W	SSB2	YNL310C	ZIM17	1	1	1	Lit-NB
YNL209W	SSB2	YNL312W	RFA2	1	1	1	Lit-NB
YNL209W	SSB2	YNL313C	EMW1	1	1	1	Lit-NB
YNL209W	SSB2	YNL315C	ATP11	2	2	2	Lit-NB
YNL209W	SSB2	YNL316C	PHA2	1	1	1	Lit-NB
YNL209W	SSB2	YNL317W	PFS2	1	1	1	Lit-NB
YNL209W	SSB2	YNL320W		1	1	1	Lit-NB
YNL209W	SSB2	YNL323W	LEM3	1	1	1	Lit-NB
YNL209W	SSB2	YNL330C	RPD3	2	2	2	Lit-NB
YNL209W	SSB2	YNL331C	AAD14	1	1	1	Lit-NB
YNL209W	SSB2	YNL333W	SNZ2	2	2	2	Lit-NB
YNL209W	SSB2	YNL334C	SNO2	1	1	1	Lit-NB
YNL209W	SSB2	YNR003C	RPC34	2	2	2	Lit-NB
YNL209W	SSB2	YNR007C	ATG3	1	1	1	Lit-NB
YNL209W	SSB2	YNR009W	NRM1	2	2	2	Lit-NB
YNL209W	SSB2	YNR012W	URK1	1	1	1	Lit-NB
YNL209W	SSB2	YNR014W		1	1	1	Lit-NB
YNL209W	SSB2	YNR015W	SMM1	1	1	1	Lit-NB
YNL209W	SSB2	YNR016C	ACC1	2	2	2	Lit-NB
YNL209W	SSB2	YNR018W	RCF2	1	1	1	Lit-NB
YNL209W	SSB2	YNR020C	ATP23	1	1	1	Lit-NB
YNL209W	SSB2	YNR022C	MRPL50	1	1	1	Lit-NB
YNL209W	SSB2	YNR023W	SNF12	1	1	1	Lit-NB
YNL209W	SSB2	YNR026C	SEC12	1	1	1	Lit-NB
YNL209W	SSB2	YNR027W	BUD17	1	1	1	Lit-NB
YNL209W	SSB2	YNR029C		2	2	2	Lit-NB
YNL209W	SSB2	YNR032C-A	HUB1	1	1	1	Lit-NB
YNL209W	SSB2	YNR032W	PPG1	1	1	1	Lit-NB
YNL209W	SSB2	YNR033W	ABZ1	1	1	1	Lit-NB
YNL209W	SSB2	YNR034W	SOL1	2	2	2	Lit-NB
YNL209W	SSB2	YNR035C	ARC35	1	1	1	Lit-NB
YNL209W	SSB2	YNR036C	MRPS12	1	1	1	Lit-NB
YNL209W	SSB2	YNR037C	RSM19	1	1	1	Lit-NB
YNL209W	SSB2	YNR038W	DBP6	1	1	1	Lit-NB
YNL209W	SSB2	YNR041C	COQ2	1	1	1	Lit-NB
YNL209W	SSB2	YNR043W	MVD1	1	1	1	Lit-NB
YNL209W	SSB2	YNR046W	TRM112	2	2	2	Lit-NB
YNL209W	SSB2	YNR047W	FPK1	1	1	1	Lit-NB
YNL209W	SSB2	YNR050C	LYS9	1	1	1	Lit-NB
YNL209W	SSB2	YNR051C	BRE5	1	1	1	Lit-NB
YNL209W	SSB2	YNR052C	POP2	1	1	1	Lit-NB
YNL209W	SSB2	YNR053C	NOG2	1	1	1	Lit-NB
YNL209W	SSB2	YNR054C	ESF2	1	1	1	Lit-NB
YNL209W	SSB2	YNR060W	FRE4	1	1	1	Lit-NB
YNL209W	SSB2	YNR068C		1	1	1	Lit-NB
YNL209W	SSB2	YNR069C	BSC5	1	1	1	Lit-NB
YNL209W	SSB2	YNR074C	AIF1	1	1	1	Lit-NB
YNL209W	SSB2	YOL004W	SIN3	1	1	1	Lit-NB
YNL209W	SSB2	YOL006C	TOP1	1	1	1	Lit-NB
YNL209W	SSB2	YOL008W	COQ10	1	1	1	Lit-NB
YNL209W	SSB2	YOL010W	RCL1	1	1	1	Lit-NB
YNL209W	SSB2	YOL012C	HTZ1	1	1	1	Lit-NB
YNL209W	SSB2	YOL013C	HRD1	1	1	1	Lit-NB
YNL209W	SSB2	YOL018C	TLG2	1	1	1	Lit-NB
YNL209W	SSB2	YOL021C	DIS3	2	2	2	Lit-NB
YNL209W	SSB2	YOL022C	TSR4	1	1	1	Lit-NB
YNL209W	SSB2	YOL026C	MIM1	1	1	1	Lit-NB
YNL209W	SSB2	YOL029C		1	1	1	Lit-NB
YNL209W	SSB2	YOL034W	SMC5	1	1	1	Lit-NB
YNL209W	SSB2	YOL038W	PRE6	1	1	1	Lit-NB
YNL209W	SSB2	YOL040C	RPS15	1	1	1	Lit-NB
YNL209W	SSB2	YOL041C	NOP12	1	1	1	Lit-NB
YNL209W	SSB2	YOL043C	NTG2	1	1	1	Lit-NB
YNL209W	SSB2	YOL044W	PEX15	1	1	1	Lit-NB
YNL209W	SSB2	YOL049W	GSH2	1	1	1	Lit-NB
YNL209W	SSB2	YOL051W	GAL11	1	1	1	Lit-NB
YNL209W	SSB2	YOL052C	SPE2	2	2	2	Lit-NB
YNL209W	SSB2	YOL054W	PSH1	1	1	1	Lit-NB
YNL209W	SSB2	YOL057W		2	2	2	Lit-NB
YNL209W	SSB2	YOL058W	ARG1	1	1	1	Lit-NB
YNL209W	SSB2	YOL059W	GPD2	1	1	1	Lit-NB
YNL209W	SSB2	YOL061W	PRS5	1	1	1	Lit-NB
YNL209W	SSB2	YOL062C	APM4	1	1	1	Lit-NB
YNL209W	SSB2	YOL063C	CRT10	1	1	1	Lit-NB
YNL209W	SSB2	YOL064C	MET22	2	2	2	Lit-NB
YNL209W	SSB2	YOL066C	RIB2	2	2	2	Lit-NB
YNL209W	SSB2	YOL069W	NUF2	1	1	1	Lit-NB
YNL209W	SSB2	YOL070C	NBA1	1	1	1	Lit-NB
YNL209W	SSB2	YOL071W	SDH5	1	1	1	Lit-NB
YNL209W	SSB2	YOL072W	THP1	2	2	2	Lit-NB
YNL209W	SSB2	YOL076W	MDM20	1	1	1	Lit-NB
YNL209W	SSB2	YOL077C	BRX1	1	1	1	Lit-NB
YNL209W	SSB2	YOL078W	AVO1	2	2	2	Lit-NB
YNL209W	SSB2	YOL080C	REX4	1	1	1	Lit-NB
YNL209W	SSB2	YOL082W	ATG19	1	1	1	Lit-NB
YNL209W	SSB2	YOL083W	ATG34	1	1	1	Lit-NB
YNL209W	SSB2	YOL086C	ADH1	1	1	1	Lit-NB
YNL209W	SSB2	YOL087C	DUF1	1	1	1	Lit-NB
YNL209W	SSB2	YOL094C	RFC4	1	1	1	Lit-NB
YNL209W	SSB2	YOL096C	COQ3	1	1	1	Lit-NB
YNL209W	SSB2	YOL097C	WRS1	2	2	2	Lit-NB
YNL209W	SSB2	YOL098C	SDD3	2	2	2	Lit-NB
YNL209W	SSB2	YOL102C	TPT1	1	1	1	Lit-NB
YNL209W	SSB2	YOL111C	MDY2	1	1	1	Lit-NB
YNL209W	SSB2	YOL113W	SKM1	1	1	1	Lit-NB
YNL209W	SSB2	YOL115W	PAP2	2	2	2	Lit-NB
YNL209W	SSB2	YOL120C	RPL18A	1	1	1	Lit-NB
YNL209W	SSB2	YOL121C	RPS19A	1	1	1	Lit-NB
YNL209W	SSB2	YOL124C	TRM11	1	1	1	Lit-NB
YNL209W	SSB2	YOL125W	TRM13	2	2	2	Lit-NB
YNL209W	SSB2	YOL126C	MDH2	1	1	1	Lit-NB
YNL209W	SSB2	YOL127W	RPL25	1	1	1	Lit-NB
YNL209W	SSB2	YOL130W	ALR1	1	1	1	Lit-NB
YNL209W	SSB2	YOL133W	HRT1	1	1	1	Lit-NB
YNL209W	SSB2	YOL135C	MED7	1	1	1	Lit-NB
YNL209W	SSB2	YOL139C	CDC33	2	2	2	Lit-NB
YNL209W	SSB2	YOL142W	RRP40	2	2	2	Lit-NB
YNL209W	SSB2	YOL143C	RIB4	1	1	1	Lit-NB
YNL209W	SSB2	YOL146W	PSF3	1	1	1	Lit-NB
YNL209W	SSB2	YOL147C	PEX11	1	1	1	Lit-NB
YNL209W	SSB2	YOL148C	SPT20	1	1	1	Lit-NB
YNL209W	SSB2	YOL151W	GRE2	1	1	1	Lit-NB
YNL209W	SSB2	YOL152W	FRE7	1	1	1	Lit-NB
YNL209W	SSB2	YOL162W		1	1	1	Lit-NB
YNL209W	SSB2	YOR001W	RRP6	2	2	2	Lit-NB
YNL209W	SSB2	YOR005C	DNL4	1	1	1	Lit-NB
YNL209W	SSB2	YOR007C	SGT2	1	1	1	Lit-NB
YNL209W	SSB2	YOR008C-A		1	1	1	Lit-NB
YNL209W	SSB2	YOR010C	TIR2	1	1	1	Lit-NB
YNL209W	SSB2	YOR017W	PET127	1	1	1	Lit-NB
YNL209W	SSB2	YOR018W	ROD1	2	2	2	Lit-NB
YNL209W	SSB2	YOR020C	HSP10	1	1	1	Lit-NB
YNL209W	SSB2	YOR021C	SFM1	1	1	1	Lit-NB
YNL209W	SSB2	YOR023C	AHC1	1	1	1	Lit-NB
YNL209W	SSB2	YOR025W	HST3	1	1	1	Lit-NB
YNL209W	SSB2	YOR026W	BUB3	1	1	1	Lit-NB
YNL209W	SSB2	YOR027W	STI1	1	1	1	Lit-NB
YNL209W	SSB2	YOR034C	AKR2	1	1	1	Lit-NB
YNL209W	SSB2	YOR038C	HIR2	2	2	2	Lit-NB
YNL209W	SSB2	YOR043W	WHI2	1	1	1	Lit-NB
YNL209W	SSB2	YOR048C	RAT1	2	2	2	Lit-NB
YNL209W	SSB2	YOR051C	ETT1	1	1	1	Lit-NB
YNL209W	SSB2	YOR052C	TMC1	2	2	2	Lit-NB
YNL209W	SSB2	YOR056C	NOB1	1	1	1	Lit-NB
YNL209W	SSB2	YOR057W	SGT1	1	1	1	Lit-NB
YNL209W	SSB2	YOR061W	CKA2	2	2	2	Lit-NB
YNL209W	SSB2	YOR063W	RPL3	2	2	2	Lit-NB
YNL209W	SSB2	YOR065W	CYT1	1	1	1	Lit-NB
YNL209W	SSB2	YOR066W	MSA1	1	1	1	Lit-NB
YNL209W	SSB2	YOR069W	VPS5	1	1	1	Lit-NB
YNL209W	SSB2	YOR070C	GYP1	1	1	1	Lit-NB
YNL209W	SSB2	YOR074C	CDC21	2	2	2	Lit-NB
YNL209W	SSB2	YOR077W	RTS2	1	1	1	Lit-NB
YNL209W	SSB2	YOR080W	DIA2	1	1	1	Lit-NB
YNL209W	SSB2	YOR081C	TGL5	1	1	1	Lit-NB
YNL209W	SSB2	YOR086C	TCB1	1	1	1	Lit-NB
YNL209W	SSB2	YOR089C	VPS21	1	1	1	Lit-NB
YNL209W	SSB2	YOR093C	CMR2	1	1	1	Lit-NB
YNL209W	SSB2	YOR094W	ARF3	1	1	1	Lit-NB
YNL209W	SSB2	YOR095C	RKI1	1	1	1	Lit-NB
YNL209W	SSB2	YOR096W	RPS7A	2	2	2	Lit-NB
YNL209W	SSB2	YOR098C	NUP1	2	2	2	Lit-NB
YNL209W	SSB2	YOR101W	RAS1	2	2	2	Lit-NB
YNL209W	SSB2	YOR103C	OST2	1	1	1	Lit-NB
YNL209W	SSB2	YOR107W	RGS2	1	1	1	Lit-NB
YNL209W	SSB2	YOR109W	INP53	1	1	1	Lit-NB
