orf_name_a	gene_name_a	orf_name_b	gene_name_b	n_evidence	category
YBR055C	PRP6	YPL213W	LEA1	1	Lit-NB
YKR094C	RPL40B	YMR186W	HSC82	1	Lit-NB
YDL029W	ARP2	YDL229W	SSB1	0	Lit-NB
YGL122C	NAB2	YNL154C	YCK2	1	Lit-NB
YDR447C	RPS17B	YGR214W	RPS0A	0	Lit-NB
YBL092W	RPL32	YOL127W	RPL25	0	Lit-NB
YDR177W	UBC1	YJL111W	CCT7	0	Lit-NB
YDR016C	DAD1	YDR212W	TCP1	0	Lit-NB
YAL005C	SSA1	YJL128C	PBS2	0	Lit-NB
YGL066W	SGF73	YLR446W		1	Lit-NB
YCL040W	GLK1	YFR028C	CDC14	0	Lit-NB
YDR495C	VPS3	YNL227C	JJJ1	0	Lit-NB
YBL045C	COR1	YFL016C	MDJ1	1	Lit-NB
YBR159W	IFA38	YLL024C	SSA2	0	Lit-NB
YGL076C	RPL7A	YML056C	IMD4	0	Lit-NB
YDR091C	RLI1	YLR367W	RPS22B	0	Lit-NB
YFR004W	RPN11	YJR016C	ILV3	1	Lit-NB
YJL129C	TRK1	YNL209W	SSB2	0	Lit-NB
YBR085W	AAC3	YGL167C	PMR1	0	Lit-NB
YDR260C	SWM1	YFR036W	CDC26	3	Lit-NB
YDL060W	TSR1	YIL069C	RPS24B	0	Lit-NB
YJL042W	MHP1	YLL024C	SSA2	0	Lit-NB
YAL038W	CDC19	YMR149W	SWP1	1	Lit-NB
YMR106C	YKU80	YOR151C	RPB2	0	Lit-NB
YAL005C	SSA1	YDR117C	TMA64	0	Lit-NB
YBR010W	HHT1	YMR269W	TMA23	1	Lit-NB
YDR418W	RPL12B	YLR448W	RPL6B	0	Lit-NB
YGL005C	COG7	YGR078C	PAC10	0	Lit-NB
YML028W	TSA1	YNL255C	GIS2	1	Lit-NB
YBR142W	MAK5	YDL229W	SSB1	0	Lit-NB
YFL014W	HSP12	YOL078W	AVO1	0	Lit-NB
YHR098C	SFB3	YIL095W	PRK1	1	Lit-NB
YDL097C	RPN6	YPR108W	RPN7	4	Lit-NB
YER095W	RAD51	YOR151C	RPB2	0	Lit-NB
YHR200W	RPN10	YLR342W	FKS1	1	Lit-NB
YDR258C	HSP78	YKL088W	CAB3	0	Lit-NB
YDR388W	RVS167	YIL094C	LYS12	0	Lit-NB
YKL056C	TMA19	YMR059W	SEN15	0	Lit-NB
YLR347C	KAP95	YOR304W	ISW2	0	Lit-NB
YAL005C	SSA1	YOR016C	ERP4	0	Lit-NB
YDR273W	DON1	YJL164C	TPK1	1	Lit-NB
YGR063C	SPT4	YKL073W	LHS1	0	Lit-NB
YJL148W	RPA34	YJL207C	LAA1	0	Lit-NB
YKL022C	CDC16	YPL106C	SSE1	0	Lit-NB
YGR092W	DBF2	YNR046W	TRM112	1	Lit-NB
YBR191W	RPL21A	YHL033C	RPL8A	0	Lit-NB
YMR213W	CEF1	YPR182W	SMX3	1	Lit-NB
YIL077C		YOL135C	MED7	0	Lit-NB
YDR026C	NSI1	YNL248C	RPA49	0	Lit-NB
YCR086W	CSM1	YDR388W	RVS167	0	Lit-NB
YNL147W	LSM7	YPL106C	SSE1	0	Lit-NB
YLL024C	SSA2	YLR263W	RED1	0	Lit-NB
YKL058W	TOA2	YNL306W	MRPS18	0	Lit-NB
YGL189C	RPS26A	YNL255C	GIS2	1	Lit-NB
YOL015W	IRC10	YPL240C	HSP82	0	Lit-NB
YMR130W		YNL209W	SSB2	0	Lit-NB
YER022W	SRB4	YKL073W	LHS1	0	Lit-NB
YLL024C	SSA2	YOR185C	GSP2	0	Lit-NB
YDR131C		YJR121W	ATP2	0	Lit-NB
YJL084C	ALY2	YNL154C	YCK2	1	Lit-NB
YDR047W	HEM12	YGL137W	SEC27	0	Lit-NB
YHR088W	RPF1	YOL077C	BRX1	0	Lit-NB
YBR081C	SPT7	YGL244W	RTF1	0	Lit-NB
YBR169C	SSE2	YOR361C	PRT1	0	Lit-NB
YGL233W	SEC15	YNR049C	MSO1	1	Lit-NB
YLR430W	SEN1	YPL106C	SSE1	0	Lit-NB
YLR044C	PDC1	YNR051C	BRE5	1	Lit-NB
YDR432W	NPL3	YIL061C	SNP1	2	Lit-NB
YBR207W	FTH1	YEL022W	GEA2	0	Lit-NB
YFR004W	RPN11	YGL048C	RPT6	10	Lit-NB
YBL072C	RPS8A	YLR150W	STM1	0	Lit-NB
YGL061C	DUO1	YIL070C	MAM33	0	Lit-NB
YKR036C	CAF4	YLR259C	HSP60	0	Lit-NB
YMR047C	NUP116	YMR223W	UBP8	1	Lit-NB
YGL023C	PIB2	YJL164C	TPK1	1	Lit-NB
YDR122W	KIN1	YIL165C		1	Lit-NB
YOL005C	RPB11	YOR156C	NFI1	1	Lit-NB
YEL009C	GCN4	YFL024C	EPL1	1	Lit-NB
YMR001C	CDC5	YPR058W	YMC1	1	Lit-NB
YGR086C	PIL1	YPL004C	LSP1	4	Lit-NB
YHL034C	SBP1	YOL077C	BRX1	0	Lit-NB
YEL056W	HAT2	YML065W	ORC1	2	Lit-NB
YBR118W	TEF2	YFL016C	MDJ1	0	Lit-NB
YKL049C	CSE4	YPL001W	HAT1	1	Lit-NB
YJL098W	SAP185	YML085C	TUB1	0	Lit-NB
YBR299W	MAL32	YNL007C	SIS1	0	Lit-NB
YOR001W	RRP6	YOR001W	RRP6	1	Lit-NB
YBL067C	UBP13	YOL127W	RPL25	1	Lit-NB
YKR062W	TFA2	YOR352W	TFB6	1	Lit-NB
YPL043W	NOP4	YPL043W	NOP4	0	Lit-NB
YNL119W	NCS2	YNL153C	GIM3	0	Lit-NB
YOL004W	SIN3	YPL240C	HSP82	0	Lit-NB
YDL225W	SHS1	YJR070C	LIA1	0	Lit-NB
YDR320C	SWA2	YKL043W	PHD1	0	Lit-NB
YFR004W	RPN11	YJR073C	OPI3	1	Lit-NB
YHR066W	SSF1	YKL009W	MRT4	2	Lit-NB
YBL004W	UTP20	YJL008C	CCT8	0	Lit-NB
YBR274W	CHK1	YKL210W	UBA1	1	Lit-NB
YGR140W	CBF2	YOR039W	CKB2	1	Lit-NB
YCR002C	CDC10	YKL104C	GFA1	0	Lit-NB
YOL006C	TOP1	YPR190C	RPC82	0	Lit-NB
YNL029C	KTR5	YPR041W	TIF5	0	Lit-NB
YMR263W	SAP30	YPL181W	CTI6	1	Lit-NB
YGL048C	RPT6	YJR145C	RPS4A	1	Lit-NB
YHL009C	YAP3	YMR216C	SKY1	1	Lit-NB
YDL207W	GLE1	YDR159W	SAC3	1	Lit-NB
YGR252W	GCN5	YPL254W	HFI1	7	Lit-NB
YKR079C	TRZ1	YKR079C	TRZ1	1	Lit-NB
YER110C	KAP123	YGR214W	RPS0A	1	Lit-NB
YGL070C	RPB9	YJR072C	NPA3	1	Lit-NB
YFL044C	OTU1	YFL045C	SEC53	1	Lit-NB
YDL017W	CDC7	YPL218W	SAR1	0	Lit-NB
YFL033C	RIM15	YOL081W	IRA2	1	Lit-NB
YAL005C	SSA1	YPL271W	ATP15	0	Lit-NB
YIR004W	DJP1	YPL061W	ALD6	0	Lit-NB
YCR016W		YER151C	UBP3	1	Lit-NB
YCR077C	PAT1	YNR051C	BRE5	1	Lit-NB
YCL024W	KCC4	YNL289W	PCL1	1	Lit-NB
YJL130C	URA2	YNL161W	CBK1	0	Lit-NB
YBR025C	OLA1	YDR398W	UTP5	0	Lit-NB
YHR104W	GRE3	YNL154C	YCK2	1	Lit-NB
YNL073W	MSK1	YNL154C	YCK2	1	Lit-NB
YBR055C	PRP6	YDL124W		0	Lit-NB
YMR071C	TVP18	YOL018C	TLG2	1	Lit-NB
YFR004W	RPN11	YPL226W	NEW1	2	Lit-NB
YER146W	LSM5	YFL017W-A	SMX2	0	Lit-NB
YKL075C		YNL091W	NST1	0	Lit-NB
YGR167W	CLC1	YLR170C	APS1	1	Lit-NB
Q0045	COX1	YNR017W	TIM23	1	Lit-NB
YDR409W	SIZ1	YER086W	ILV1	1	Lit-NB
YJL034W	KAR2	YJR009C	TDH2	0	Lit-NB
YAL001C	TFC3	YIR010W	DSN1	1	Lit-NB
YLR090W	XDJ1	YLR312C	ATG39	0	Lit-NB
YBL075C	SSA3	YGL219C	MDM34	1	Lit-NB
YLL024C	SSA2	YML034W	SRC1	0	Lit-NB
YKR016W	MIC60	YNL100W	MIC27	6	Lit-NB
YER151C	UBP3	YGL068W	MNP1	1	Lit-NB
YAL005C	SSA1	YIL130W	ASG1	0	Lit-NB
YCL024W	KCC4	YNL113W	RPC19	1	Lit-NB
YDL229W	SSB1	YJL025W	RRN7	0	Lit-NB
YBR198C	TAF5	YEL026W	SNU13	1	Lit-NB
YGR040W	KSS1	YHL021C	AIM17	1	Lit-NB
YML074C	FPR3	YNL007C	SIS1	0	Lit-NB
YGR285C	ZUO1	YMR277W	FCP1	0	Lit-NB
YAR007C	RFA1	YGL207W	SPT16	2	Lit-NB
YDR092W	UBC13	YLR259C	HSP60	0	Lit-NB
YBL004W	UTP20	YCR057C	PWP2	2	Lit-NB
YJL081C	ARP4	YML065W	ORC1	1	Lit-NB
YER133W	GLC7	YKR002W	PAP1	1	Lit-NB
YGR235C	MIC26	YJL164C	TPK1	1	Lit-NB
YKL073W	LHS1	YPL260W	CUB1	0	Lit-NB
YNL096C	RPS7B	YNR046W	TRM112	1	Lit-NB
YDL098C	SNU23	YNL147W	LSM7	0	Lit-NB
YER020W	GPA2	YOL055C	THI20	0	Lit-NB
YBR127C	VMA2	YKL193C	SDS22	0	Lit-NB
YBR142W	MAK5	YMR229C	RRP5	1	Lit-NB
YHR039C	MSC7	YKL212W	SAC1	1	Lit-NB
YPL093W	NOG1	YPR175W	DPB2	1	Lit-NB
YAL034W-A	MTW1	YNL154C	YCK2	1	Lit-NB
YDR252W	BTT1	YOR063W	RPL3	2	Lit-NB
YJR059W	PTK2	YLR257W		1	Lit-NB
YAL005C	SSA1	YDR385W	EFT2	0	Lit-NB
YDL203C	ACK1	YEL030W	ECM10	0	Lit-NB
YMR188C	MRPS17	YNR037C	RSM19	0	Lit-NB
YGR252W	GCN5	YHR216W	IMD2	1	Lit-NB
YIL159W	BNR1	YNL064C	YDJ1	0	Lit-NB
YEL032W	MCM3	YJL164C	TPK1	1	Lit-NB
YHR034C	PIH1	YNL209W	SSB2	0	Lit-NB
YBR160W	CDC28	YEL032W	MCM3	3	Lit-NB
YGR154C	GTO1	YPL240C	HSP82	0	Lit-NB
YDL143W	CCT4	YFR004W	RPN11	2	Lit-NB
YBL016W	FUS3	YEL053C	MAK10	1	Lit-NB
YFR004W	RPN11	YOR109W	INP53	1	Lit-NB
YGL137W	SEC27	YNL181W	PBR1	0	Lit-NB
YDR481C	PHO8	YPL106C	SSE1	0	Lit-NB
YMR012W	CLU1	YOL006C	TOP1	0	Lit-NB
YDR418W	RPL12B	YOR312C	RPL20B	0	Lit-NB
YDR155C	CPR1	YML064C	TEM1	0	Lit-NB
YDL229W	SSB1	YPL144W	POC4	0	Lit-NB
YGR254W	ENO1	YJL014W	CCT3	0	Lit-NB
YBR016W		YBR016W		1	Lit-NB
YMR106C	YKU80	YMR205C	PFK2	0	Lit-NB
YCR071C	IMG2	YNL255C	GIS2	1	Lit-NB
YJR017C	ESS1	YNL330C	RPD3	1	Lit-NB
YAL007C	ERP2	YGL008C	PMA1	0	Lit-NB
YER122C	GLO3	YJL095W	BCK1	1	Lit-NB
YBL061C	SKT5	YLL026W	HSP104	0	Lit-NB
YDL066W	IDP1	YNL250W	RAD50	0	Lit-NB
YIL066C	RNR3	YIL066C	RNR3	1	Lit-NB
YER155C	BEM2	YPR034W	ARP7	0	Lit-NB
YDR510W	SMT3	YFL024C	EPL1	1	Lit-NB
YFL023W	BUD27	YJL106W	IME2	1	Lit-NB
YDL229W	SSB1	YNL239W	LAP3	0	Lit-NB
YDL030W	PRP9	YMR288W	HSH155	0	Lit-NB
YMR078C	CTF18	YOL094C	RFC4	5	Lit-NB
YAL005C	SSA1	YMR284W	YKU70	0	Lit-NB
YHR119W	SET1	YLR347C	KAP95	1	Lit-NB
YNL255C	GIS2	YPL037C	EGD1	1	Lit-NB
YGL111W	NSA1	YLL008W	DRS1	1	Lit-NB
YBR112C	CYC8	YGR252W	GCN5	1	Lit-NB
YGR267C	FOL2	YJL111W	CCT7	0	Lit-NB
YER005W	YND1	YLL024C	SSA2	0	Lit-NB
YBR025C	OLA1	YNL088W	TOP2	0	Lit-NB
YDR159W	SAC3	YIL149C	MLP2	1	Lit-NB
YDL229W	SSB1	YJL123C	MTC1	0	Lit-NB
YDR258C	HSP78	YGL161C	YIP5	0	Lit-NB
YDR168W	CDC37	YJR076C	CDC11	0	Lit-NB
YEL048C	TCA17	YER090W	TRP2	1	Lit-NB
YDR363W-A	SEM1	YJL008C	CCT8	0	Lit-NB
YEL048C	TCA17	YPL031C	PHO85	1	Lit-NB
YJR022W	LSM8	YPL213W	LEA1	1	Lit-NB
YLR229C	CDC42	YMR232W	FUS2	1	Lit-NB
YDL055C	PSA1	YHR128W	FUR1	0	Lit-NB
YJL057C	IKS1	YLR181C	VTA1	1	Lit-NB
YAL060W	BDH1	YAL061W	BDH2	0	Lit-NB
YLR448W	RPL6B	YML073C	RPL6A	0	Lit-NB
YDL200C	MGT1	YJL066C	MPM1	0	Lit-NB
YDR325W	YCG1	YJL074C	SMC3	1	Lit-NB
YDR188W	CCT6	YHR119W	SET1	1	Lit-NB
YER125W	RSP5	YKL203C	TOR2	1	Lit-NB
YPL023C	MET12	YPL031C	PHO85	1	Lit-NB
YCR063W	BUD31	YKL173W	SNU114	1	Lit-NB
YKL014C	URB1	YPL106C	SSE1	0	Lit-NB
YJL165C	HAL5	YPR119W	CLB2	1	Lit-NB
YBR118W	TEF2	YDR386W	MUS81	0	Lit-NB
YDR267C	CIA1	YJL052W	TDH1	0	Lit-NB
YGL018C	JAC1	YGL164C	YRB30	0	Lit-NB
YFR004W	RPN11	YIL116W	HIS5	1	Lit-NB
YKL109W	HAP4	YOR290C	SNF2	2	Lit-NB
YJL190C	RPS22A	YPL146C	NOP53	0	Lit-NB
YMR033W	ARP9	YPL129W	TAF14	2	Lit-NB
YKL009W	MRT4	YLR106C	MDN1	1	Lit-NB
YBR191W	RPL21A	YDR101C	ARX1	1	Lit-NB
YJR043C	POL32	YLL024C	SSA2	0	Lit-NB
YDR381W	YRA1	YNL252C	MRPL17	0	Lit-NB
YDR267C	CIA1	YHR044C	DOG1	0	Lit-NB
YPL235W	RVB2	YPR110C	RPC40	0	Lit-NB
YFR007W	YFH7	YPL106C	SSE1	0	Lit-NB
YDR320C	SWA2	YJR082C	EAF6	0	Lit-NB
YER133W	GLC7	YLR096W	KIN2	1	Lit-NB
YDR477W	SNF1	YMR037C	MSN2	1	Lit-NB
YBR025C	OLA1	YNL209W	SSB2	0	Lit-NB
YBR126C	TPS1	YNL244C	SUI1	0	Lit-NB
YAL005C	SSA1	YOR297C	TIM18	1	Lit-NB
YDL047W	SIT4	YDL229W	SSB1	0	Lit-NB
YFR001W	LOC1	YIL133C	RPL16A	0	Lit-NB
YHR188C	GPI16	YML085C	TUB1	0	Lit-NB
YFR004W	RPN11	YNL104C	LEU4	2	Lit-NB
YGL173C	XRN1	YGR086C	PIL1	0	Lit-NB
YHR205W	SCH9	YHR205W	SCH9	1	Lit-NB
YER165W	PAB1	YOL102C	TPT1	0	Lit-NB
YDL095W	PMT1	YLR429W	CRN1	0	Lit-NB
YGL048C	RPT6	YGR252W	GCN5	1	Lit-NB
YHR135C	YCK1	YJR045C	SSC1	0	Lit-NB
YFR028C	CDC14	YLR079W	SIC1	4	Lit-NB
YNL110C	NOP15	YNR051C	BRE5	1	Lit-NB
YMR186W	HSC82	YPL069C	BTS1	0	Lit-NB
YBR221C	PDB1	YBR221C	PDB1	0	Lit-NB
YDL138W	RGT2	YNL209W	SSB2	0	Lit-NB
YER040W	GLN3	YGR252W	GCN5	1	Lit-NB
YDR477W	SNF1	YLR182W	SWI6	1	Lit-NB
YLR187W	SKG3	YNL209W	SSB2	0	Lit-NB
YGR270W	YTA7	YGR270W	YTA7	1	Lit-NB
YDL145C	COP1	YLR259C	HSP60	0	Lit-NB
YCR060W	TAH1	YHR064C	SSZ1	0	Lit-NB
YDL213C	NOP6	YER165W	PAB1	1	Lit-NB
YDR171W	HSP42	YHR061C	GIC1	0	Lit-NB
YLR238W	FAR10	YMR029C	FAR8	0	Lit-NB
YDR145W	TAF12	YGL030W	RPL30	1	Lit-NB
YBR154C	RPB5	YDR404C	RPB7	3	Lit-NB
YJR092W	BUD4	YLR096W	KIN2	1	Lit-NB
YHR061C	GIC1	YPL106C	SSE1	0	Lit-NB
YAL005C	SSA1	YMR232W	FUS2	0	Lit-NB
YGL005C	COG7	YGL223C	COG1	0	Lit-NB
YNL021W	HDA1	YPR016C	TIF6	0	Lit-NB
YGL112C	TAF6	YLR167W	RPS31	1	Lit-NB
YBR289W	SNF5	YDR225W	HTA1	1	Lit-NB
YHR200W	RPN10	YIR026C	YVH1	1	Lit-NB
YBR194W	AIM4	YDL185W	VMA1	1	Lit-NB
YBR127C	VMA2	YDL213C	NOP6	0	Lit-NB
YAL005C	SSA1	YPR045C	THP3	0	Lit-NB
YKL103C	APE1	YPL149W	ATG5	1	Lit-NB
YBL093C	ROX3	YBR193C	MED8	1	Lit-NB
YIL035C	CKA1	YLR196W	PWP1	1	Lit-NB
YJL162C	JJJ2	YLL024C	SSA2	0	Lit-NB
YER177W	BMH1	YGL003C	CDH1	2	Lit-NB
YAR007C	RFA1	YJL115W	ASF1	0	Lit-NB
YKL188C	PXA2	YLR438C-A	LSM3	1	Lit-NB
YDL055C	PSA1	YJL069C	UTP18	0	Lit-NB
YDR259C	YAP6	YJL106W	IME2	1	Lit-NB
YBL003C	HTA2	YDR174W	HMO1	1	Lit-NB
YBR105C	VID24	YLR340W	RPP0	0	Lit-NB
YKL054C	DEF1	YPR152C	URN1	1	Lit-NB
YDR103W	STE5	YMR199W	CLN1	1	Lit-NB
YKL143W	LTV1	YML121W	GTR1	2	Lit-NB
YLR055C	SPT8	YMR186W	HSC82	1	Lit-NB
YBR031W	RPL4A	YDL212W	SHR3	1	Lit-NB
YDR224C	HTB1	YJL208C	NUC1	1	Lit-NB
YML030W	RCF1	YPR191W	QCR2	2	Lit-NB
YER029C	SMB1	YLR275W	SMD2	1	Lit-NB
YGL049C	TIF4632	YPR163C	TIF3	1	Lit-NB
YAL005C	SSA1	YGL179C	TOS3	0	Lit-NB
YGR078C	PAC10	YJL041W	NSP1	0	Lit-NB
YBL075C	SSA3	YKR048C	NAP1	0	Lit-NB
YKR016W	MIC60	YOR045W	TOM6	1	Lit-NB
YNL255C	GIS2	YPL249C-A	RPL36B	1	Lit-NB
YDL229W	SSB1	YGR081C	SLX9	0	Lit-NB
YDR364C	CDC40	YIL030C	SSM4	1	Lit-NB
YDR116C	MRPL1	YNL005C	MRP7	0	Lit-NB
YDR171W	HSP42	YGR141W	VPS62	0	Lit-NB
YBL033C	RIB1	YLR200W	YKE2	0	Lit-NB
YDR012W	RPL4B	YFR031C-A	RPL2A	0	Lit-NB
YDL159W	STE7	YPL201C	YIG1	1	Lit-NB
YBR028C	YPK3	YBR028C	YPK3	0	Lit-NB
YJR032W	CPR7	YPL106C	SSE1	0	Lit-NB
YDL229W	SSB1	YJR112W	NNF1	0	Lit-NB
YIR010W	DSN1	YOR127W	RGA1	1	Lit-NB
YDL058W	USO1	YIR004W	DJP1	0	Lit-NB
YJR145C	RPS4A	YNL055C	POR1	0	Lit-NB
YDR429C	TIF35	YOR096W	RPS7A	0	Lit-NB
YLR234W	TOP3	YPL024W	RMI1	8	Lit-NB
YMR184W	ADD37	YPL203W	TPK2	1	Lit-NB
YMR128W	ECM16	YMR186W	HSC82	1	Lit-NB
YDR306C		YML094W	GIM5	0	Lit-NB
YNL124W	NAF1	YOL121C	RPS19A	1	Lit-NB
YHL004W	MRP4	YLR432W	IMD3	0	Lit-NB
YGR262C	BUD32	YKR095W-A	PCC1	1	Lit-NB
YBR189W	RPS9B	YJR010C-A	SPC1	0	Lit-NB
YER066W	RRT13	YPL240C	HSP82	0	Lit-NB
YBL002W	HTB2	YML065W	ORC1	0	Lit-NB
YLR315W	NKP2	YPL106C	SSE1	0	Lit-NB
YLR312W-A	MRPL15	YPL173W	MRPL40	0	Lit-NB
YBR039W	ATP3	YNL209W	SSB2	0	Lit-NB
YHR196W	UTP9	YLR259C	HSP60	0	Lit-NB
YKL211C	TRP3	YPR010C	RPA135	0	Lit-NB
YDL229W	SSB1	YNR003C	RPC34	0	Lit-NB
YER091C	MET6	YKL073W	LHS1	0	Lit-NB
YBL087C	RPL23A	YHR084W	STE12	1	Lit-NB
YLL024C	SSA2	YOR253W	NAT5	0	Lit-NB
YGL123W	RPS2	YOR063W	RPL3	0	Lit-NB
YBR010W	HHT1	YLR249W	YEF3	1	Lit-NB
YJL109C	UTP10	YOL010W	RCL1	1	Lit-NB
YHR120W	MSH1	YNL007C	SIS1	0	Lit-NB
YBR010W	HHT1	YBR109C	CMD1	0	Lit-NB
YHL030W	ECM29	YNL287W	SEC21	1	Lit-NB
YKR085C	MRPL20	YML065W	ORC1	1	Lit-NB
YNL007C	SIS1	YOR361C	PRT1	0	Lit-NB
YBL030C	PET9	YFR004W	RPN11	2	Lit-NB
YHR186C	KOG1	YLL024C	SSA2	1	Lit-NB
YER062C	GPP2	YNL281W	HCH1	0	Lit-NB
YCL018W	LEU2	YDL188C	PPH22	0	Lit-NB
YNL284C	MRPL10	YPL240C	HSP82	0	Lit-NB
YGL070C	RPB9	YJR045C	SSC1	0	Lit-NB
YAL005C	SSA1	YER116C	SLX8	0	Lit-NB
YFL033C	RIM15	YOR380W	RDR1	1	Lit-NB
YGR184C	UBR1	YKL049C	CSE4	1	Lit-NB
YCL010C	SGF29	YHR089C	GAR1	1	Lit-NB
YNL007C	SIS1	YNL076W	MKS1	0	Lit-NB
YBL071W-A	KTI11	YHR187W	IKI1	1	Lit-NB
YGL150C	INO80	YHR064C	SSZ1	0	Lit-NB
YNL292W	PUS4	YNL292W	PUS4	1	Lit-NB
YBR199W	KTR4	YLR026C	SED5	1	Lit-NB
YBL004W	UTP20	YPL266W	DIM1	0	Lit-NB
YAR007C	RFA1	YNL088W	TOP2	1	Lit-NB
YAL005C	SSA1	YCR059C	YIH1	0	Lit-NB
YKR016W	MIC60	YOR020C	HSP10	1	Lit-NB
YER178W	PDA1	YHR169W	DBP8	0	Lit-NB
YGL011C	SCL1	YHL030W	ECM29	1	Lit-NB
YAL032C	PRP45	YML049C	RSE1	0	Lit-NB
YIL142W	CCT2	YLR196W	PWP1	0	Lit-NB
YDL055C	PSA1	YNR051C	BRE5	1	Lit-NB
YNL061W	NOP2	YPR016C	TIF6	1	Lit-NB
YKL192C	ACP1	YML065W	ORC1	1	Lit-NB
YDL082W	RPL13A	YGL135W	RPL1B	0	Lit-NB
YBR198C	TAF5	YCL064C	CHA1	1	Lit-NB
YGR061C	ADE6	YLL024C	SSA2	0	Lit-NB
YER157W	COG3	YHL031C	GOS1	1	Lit-NB
YJL088W	ARG3	YKL108W	SLD2	0	Lit-NB
YCR081W	SRB8	YHR041C	SRB2	0	Lit-NB
YBL067C	UBP13	YNL302C	RPS19B	1	Lit-NB
YDR330W	UBX5	YGR003W	CUL3	1	Lit-NB
YDL191W	RPL35A	YHR052W	CIC1	0	Lit-NB
YPL031C	PHO85	YPL201C	YIG1	1	Lit-NB
YCL037C	SRO9	YOR310C	NOP58	1	Lit-NB
YCR102C		YNL134C		0	Lit-NB
YFR004W	RPN11	YHR190W	ERG9	2	Lit-NB
YNL067W	RPL9B	YNL246W	VPS75	0	Lit-NB
YFL016C	MDJ1	YMR106C	YKU80	0	Lit-NB
YDL229W	SSB1	YOR107W	RGS2	0	Lit-NB
YGR040W	KSS1	YIL075C	RPN2	0	Lit-NB
YDR225W	HTA1	YNL201C	PSY2	1	Lit-NB
YJL115W	ASF1	YNL290W	RFC3	1	Lit-NB
YHR082C	KSP1	YMR281W	GPI12	1	Lit-NB
YDL160C	DHH1	YLL024C	SSA2	0	Lit-NB
YLL026W	HSP104	YNL328C	MDJ2	0	Lit-NB
YBR111W-A	SUS1	YPL082C	MOT1	1	Lit-NB
YDL014W	NOP1	YOR340C	RPA43	1	Lit-NB
YDL229W	SSB1	YNL061W	NOP2	0	Lit-NB
YBR118W	TEF2	YFL039C	ACT1	1	Lit-NB
YDR407C	TRS120	YDR407C	TRS120	1	Lit-NB
YFL017W-A	SMX2	YIL061C	SNP1	0	Lit-NB
YDL029W	ARP2	YJL088W	ARG3	0	Lit-NB
YER165W	PAB1	YLR233C	EST1	0	Lit-NB
YER012W	PRE1	YLL054C		1	Lit-NB
YER082C	UTP7	YJL076W	NET1	1	Lit-NB
YCL024W	KCC4	YKR071C	DRE2	1	Lit-NB
YJL179W	PFD1	YKL088W	CAB3	0	Lit-NB
YDR412W	RRP17	YOR001W	RRP6	1	Lit-NB
YFL016C	MDJ1	YKL193C	SDS22	0	Lit-NB
YMR105C	PGM2	YMR199W	CLN1	0	Lit-NB
YAL005C	SSA1	YMR035W	IMP2	0	Lit-NB
YCR009C	RVS161	YLR218C	COA4	0	Lit-NB
YER110C	KAP123	YLR347C	KAP95	0	Lit-NB
YGL003C	CDH1	YLR259C	HSP60	1	Lit-NB
YDR388W	RVS167	YOL058W	ARG1	0	Lit-NB
YGR281W	YOR1	YLR075W	RPL10	0	Lit-NB
YNL209W	SSB2	YOR191W	ULS1	0	Lit-NB
YDL053C	PBP4	YOR290C	SNF2	1	Lit-NB
YPL174C	NIP100	YPL240C	HSP82	0	Lit-NB
YLL024C	SSA2	YMR018W	PEX9	0	Lit-NB
YLL009C	COX17	YLL009C	COX17	1	Lit-NB
YFL049W	SWP82	YJL176C	SWI3	2	Lit-NB
YLR432W	IMD3	YML073C	RPL6A	0	Lit-NB
YER165W	PAB1	YGL068W	MNP1	1	Lit-NB
YDL229W	SSB1	YEL077C		1	Lit-NB
YDR510W	SMT3	YIR033W	MGA2	1	Lit-NB
YBR112C	CYC8	YNL077W	APJ1	0	Lit-NB
YBR058C	UBP14	YDR258C	HSP78	0	Lit-NB
YBR194W	AIM4	YGR130C		1	Lit-NB
YNL064C	YDJ1	YOR017W	PET127	0	Lit-NB
YDR188W	CCT6	YOR213C	SAS5	0	Lit-NB
YHR082C	KSP1	YNL289W	PCL1	1	Lit-NB
YGR258C	RAD2	YJR045C	SSC1	0	Lit-NB
YDL229W	SSB1	YJR131W	MNS1	0	Lit-NB
YGL179C	TOS3	YHR137W	ARO9	1	Lit-NB
YDL229W	SSB1	YDR511W	SDH7	0	Lit-NB
YCR035C	RRP43	YGR195W	SKI6	5	Lit-NB
YDL097C	RPN6	YDR320C	SWA2	0	Lit-NB
YJL014W	CCT3	YJL084C	ALY2	0	Lit-NB
YNL153C	GIM3	YOR147W	MDM32	0	Lit-NB
YDR495C	VPS3	YML001W	YPT7	1	Lit-NB
YML065W	ORC1	YPR104C	FHL1	1	Lit-NB
YDR212W	TCP1	YGL135W	RPL1B	0	Lit-NB
YGR252W	GCN5	YLR293C	GSP1	1	Lit-NB
YIL045W	PIG2	YLR347C	KAP95	1	Lit-NB
YGR090W	UTP22	YOR206W	NOC2	0	Lit-NB
YCR063W	BUD31	YNL252C	MRPL17	1	Lit-NB
YMR068W	AVO2	YNL207W	RIO2	1	Lit-NB
YAL005C	SSA1	YJR143C	PMT4	0	Lit-NB
YMR142C	RPL13B	YNR051C	BRE5	1	Lit-NB
YGR130C		YLL026W	HSP104	0	Lit-NB
YJR001W	AVT1	YPL031C	PHO85	1	Lit-NB
YDL229W	SSB1	YML113W	DAT1	0	Lit-NB
