orf_name_a	gene_name_a	orf_name_b	gene_name_b	n_evidence	category
YGL181W	GTS1	YNL289W	PCL1	1	Lit-NB
Q0050	AI1	YNL209W	SSB2	0	Lit-NB
YGR253C	PUP2	YJR059W	PTK2	1	Lit-NB
YJR093C	FIP1	YOR254C	SEC63	0	Lit-NB
YDL229W	SSB1	YJL196C	ELO1	1	Lit-NB
YBR118W	TEF2	YCR094W	CDC50	0	Lit-NB
YBL016W	FUS3	YER114C	BOI2	1	Lit-NB
YLR433C	CNA1	YMR186W	HSC82	1	Lit-NB
YBR010W	HHT1	YOR188W	MSB1	1	Lit-NB
YDR171W	HSP42	YKL010C	UFD4	0	Lit-NB
YDL064W	UBC9	YDR174W	HMO1	1	Lit-NB
YKR072C	SIS2	YPL141C	FRK1	1	Lit-NB
YBR151W	APD1	YBR151W	APD1	0	Lit-NB
YBL038W	MRPL16	YFL002C	SPB4	1	Lit-NB
YAL034W-A	MTW1	YPL233W	NSL1	5	Lit-NB
YBR200W	BEM1	YMR183C	SSO2	1	Lit-NB
YNL049C	SFB2	YPL106C	SSE1	0	Lit-NB
YDL229W	SSB1	YPL217C	BMS1	1	Lit-NB
YAL005C	SSA1	YDR088C	SLU7	0	Lit-NB
YJL090C	DPB11	YLR135W	SLX4	3	Lit-NB
YCR088W	ABP1	YLR429W	CRN1	0	Lit-NB
YOR162C	YRR1	YOR162C	YRR1	2	Lit-NB
YIL107C	PFK26	YPL026C	SKS1	1	Lit-NB
YFR004W	RPN11	YLR029C	RPL15A	1	Lit-NB
YKL168C	KKQ8	YMR140W	SIP5	1	Lit-NB
YGR236C	SPG1	YKR016W	MIC60	1	Lit-NB
YJL109C	UTP10	YJL190C	RPS22A	1	Lit-NB
YGL054C	ERV14	YNL248C	RPA49	1	Lit-NB
YKR079C	TRZ1	YNL161W	CBK1	2	Lit-NB
YJL186W	MNN5	YNL209W	SSB2	0	Lit-NB
YLR051C	FCF2	YMR224C	MRE11	0	Lit-NB
YIL142W	CCT2	YPL211W	NIP7	0	Lit-NB
YPL106C	SSE1	YPL191C		0	Lit-NB
YHR179W	OYE2	YOR156C	NFI1	1	Lit-NB
YPL004C	LSP1	YPL022W	RAD1	0	Lit-NB
YDL229W	SSB1	YPR066W	UBA3	0	Lit-NB
YDL203C	ACK1	YDR247W	VHS1	2	Lit-NB
YGL076C	RPL7A	YNL209W	SSB2	0	Lit-NB
YHR064C	SSZ1	YOR004W	UTP23	0	Lit-NB
YBR118W	TEF2	YDR140W	MTQ2	0	Lit-NB
YJL141C	YAK1	YJR059W	PTK2	1	Lit-NB
YNL104C	LEU4	YPL031C	PHO85	1	Lit-NB
YDR382W	RPP2B	YMR194W	RPL36A	0	Lit-NB
YAL005C	SSA1	YIL063C	YRB2	0	Lit-NB
YGR245C	SDA1	YLL026W	HSP104	0	Lit-NB
YBR127C	VMA2	YDR388W	RVS167	0	Lit-NB
YDL058W	USO1	YNL007C	SIS1	0	Lit-NB
YOR086C	TCB1	YOR204W	DED1	1	Lit-NB
YDL229W	SSB1	YGR016W		0	Lit-NB
YDL229W	SSB1	YMR217W	GUA1	0	Lit-NB
YBR196C	PGI1	YJR090C	GRR1	0	Lit-NB
YLR117C	CLF1	YPR152C	URN1	1	Lit-NB
YJL111W	CCT7	YLR055C	SPT8	1	Lit-NB
YLR367W	RPS22B	YNL175C	NOP13	0	Lit-NB
YGR052W	FMP48	YNL186W	UBP10	1	Lit-NB
YDL229W	SSB1	YPL236C	ENV7	0	Lit-NB
YBL039C	URA7	YML073C	RPL6A	0	Lit-NB
YLR075W	RPL10	YOR096W	RPS7A	0	Lit-NB
YJR059W	PTK2	YJR059W	PTK2	1	Lit-NB
YDR523C	SPS1	YMR235C	RNA1	1	Lit-NB
YDR333C	RQC1	YHR064C	SSZ1	0	Lit-NB
YLL033W	IRC19	YPL106C	SSE1	0	Lit-NB
YBR191W	RPL21A	YNL162W	RPL42A	0	Lit-NB
YAL005C	SSA1	YGL021W	ALK1	0	Lit-NB
YCL031C	RRP7	YPR137W	RRP9	1	Lit-NB
YDR258C	HSP78	YNR038W	DBP6	0	Lit-NB
YFR015C	GSY1	YLR258W	GSY2	1	Lit-NB
YKL181W	PRS1	YLR055C	SPT8	1	Lit-NB
YBR049C	REB1	YNL088W	TOP2	0	Lit-NB
YBL050W	SEC17	YIL004C	BET1	1	Lit-NB
YJL008C	CCT8	YJL087C	TRL1	0	Lit-NB
YLR367W	RPS22B	YNR051C	BRE5	1	Lit-NB
YHR010W	RPL27A	YMR031C	EIS1	1	Lit-NB
YDR365C	ESF1	YFR053C	HXK1	0	Lit-NB
YJR145C	RPS4A	YNL209W	SSB2	0	Lit-NB
YDL167C	NRP1	YDL167C	NRP1	1	Lit-NB
YOL093W	TRM10	YOL093W	TRM10	0	Lit-NB
YIL131C	FKH1	YKR026C	GCN3	0	Lit-NB
YBR009C	HHF1	YKL067W	YNK1	0	Lit-NB
YLR180W	SAM1	YMR205C	PFK2	0	Lit-NB
YGL103W	RPL28	YMR194W	RPL36A	0	Lit-NB
YKR081C	RPF2	YNL175C	NOP13	0	Lit-NB
YBR125C	PTC4	YGL206C	CHC1	1	Lit-NB
YJL008C	CCT8	YOR025W	HST3	0	Lit-NB
YLL048C	YBT1	YPL012W	RRP12	1	Lit-NB
YJL190C	RPS22A	YOL139C	CDC33	0	Lit-NB
YDL207W	GLE1	YDR017C	KCS1	1	Lit-NB
YGR252W	GCN5	YML028W	TSA1	1	Lit-NB
YFL044C	OTU1	YGR048W	UFD1	2	Lit-NB
YCR093W	CDC39	YNR051C	BRE5	1	Lit-NB
YBR127C	VMA2	YOL059W	GPD2	0	Lit-NB
YER021W	RPN3	YJL001W	PRE3	0	Lit-NB
YJR123W	RPS5	YLR448W	RPL6B	0	Lit-NB
YLL024C	SSA2	YLR455W	PDP3	0	Lit-NB
YDL141W	BPL1	YGL105W	ARC1	1	Lit-NB
YKR082W	NUP133	YMR153W	NUP53	1	Lit-NB
YLR200W	YKE2	YNL255C	GIS2	0	Lit-NB
YER062C	GPP2	YHL032C	GUT1	1	Lit-NB
YLL008W	DRS1	YPL141C	FRK1	1	Lit-NB
YHR027C	RPN1	YOR184W	SER1	1	Lit-NB
YJL183W	MNN11	YJR075W	HOC1	1	Lit-NB
YDL229W	SSB1	YKR076W	ECM4	0	Lit-NB
YNL132W	KRE33	YNL308C	KRI1	0	Lit-NB
YML095C	RAD10	YOL055C	THI20	0	Lit-NB
YDR381W	YRA1	YPL151C	PRP46	1	Lit-NB
YDL014W	NOP1	YMR239C	RNT1	1	Lit-NB
YNL189W	SRP1	YOL051W	GAL11	0	Lit-NB
YDR171W	HSP42	YGR155W	CYS4	0	Lit-NB
YML064C	TEM1	YNL064C	YDJ1	0	Lit-NB
YFL037W	TUB2	YHR128W	FUR1	0	Lit-NB
YIR012W	SQT1	YLL024C	SSA2	0	Lit-NB
YDL145C	COP1	YLR369W	SSQ1	0	Lit-NB
YMR214W	SCJ1	YPR031W	NTO1	0	Lit-NB
YPL093W	NOG1	YPR102C	RPL11A	0	Lit-NB
YBR017C	KAP104	YDR190C	RVB1	0	Lit-NB
YDR328C	SKP1	YLR368W	MDM30	3	Lit-NB
YCL018W	LEU2	YPR110C	RPC40	0	Lit-NB
YBR081C	SPT7	YGR252W	GCN5	11	Lit-NB
YAL005C	SSA1	YGL085W	LCL3	0	Lit-NB
YAL024C	LTE1	YMR261C	TPS3	1	Lit-NB
YAL005C	SSA1	YJL146W	IDS2	0	Lit-NB
YAL038W	CDC19	YML103C	NUP188	1	Lit-NB
YBR215W	HPC2	YJR045C	SSC1	0	Lit-NB
YGR112W	SHY1	YOR065W	CYT1	1	Lit-NB
YBR247C	ENP1	YJL191W	RPS14B	0	Lit-NB
YDR363W-A	SEM1	YMR161W	HLJ1	0	Lit-NB
YBR030W	RKM3	YGL106W	MLC1	0	Lit-NB
YDR289C	RTT103	YJL179W	PFD1	0	Lit-NB
YDR439W	LRS4	YPL204W	HRR25	1	Lit-NB
YBR151W	APD1	YPL031C	PHO85	1	Lit-NB
YDL229W	SSB1	YGR019W	UGA1	0	Lit-NB
YLR043C	TRX1	YLR231C	BNA5	0	Lit-NB
YDL132W	CDC53	YER007W	PAC2	1	Lit-NB
YDR195W	REF2	YNL317W	PFS2	2	Lit-NB
YBR010W	HHT1	YBR175W	SWD3	3	Lit-NB
YBR142W	MAK5	YGR103W	NOP7	0	Lit-NB
YDR515W	SLF1	YIL031W	ULP2	1	Lit-NB
YFR053C	HXK1	YLL024C	SSA2	0	Lit-NB
YLL024C	SSA2	YNR051C	BRE5	1	Lit-NB
YBR127C	VMA2	YDR202C	RAV2	2	Lit-NB
YBR072W	HSP26	YDL095W	PMT1	0	Lit-NB
YDR477W	SNF1	YHR117W	TOM71	1	Lit-NB
YDR247W	VHS1	YMR140W	SIP5	1	Lit-NB
YDL229W	SSB1	YHR099W	TRA1	0	Lit-NB
YER151C	UBP3	YOL120C	RPL18A	1	Lit-NB
YHR089C	GAR1	YLL026W	HSP104	0	Lit-NB
YDR188W	CCT6	YGL190C	CDC55	1	Lit-NB
YDR359C	EAF1	YJL014W	CCT3	0	Lit-NB
YBR084W	MIS1	YEL030W	ECM10	0	Lit-NB
YDR510W	SMT3	YER125W	RSP5	2	Lit-NB
YGL133W	ITC1	YLR176C	RFX1	0	Lit-NB
YBR195C	MSI1	YIL142W	CCT2	0	Lit-NB
YCL064C	CHA1	YGL003C	CDH1	1	Lit-NB
YDL216C	RRI1	YIL071C	PCI8	0	Lit-NB
YMR012W	CLU1	YNR051C	BRE5	1	Lit-NB
YKL203C	TOR2	YMR036C	MIH1	1	Lit-NB
YDR299W	BFR2	YIL019W	FAF1	1	Lit-NB
YBR263W	SHM1	YLL024C	SSA2	0	Lit-NB
YJL041W	NSP1	YLR293C	GSP1	4	Lit-NB
YBL002W	HTB2	YER054C	GIP2	1	Lit-NB
YOR290C	SNF2	YPL249C-A	RPL36B	1	Lit-NB
YDL229W	SSB1	YML018C		0	Lit-NB
YJL187C	SWE1	YLR067C	PET309	1	Lit-NB
YFR010W	UBP6	YPL106C	SSE1	0	Lit-NB
YBL003C	HTA2	YBR163W	EXO5	1	Lit-NB
YHR216W	IMD2	YPR152C	URN1	1	Lit-NB
YDR145W	TAF12	YNR010W	CSE2	0	Lit-NB
YOR187W	TUF1	YPL083C	SEN54	0	Lit-NB
YHR008C	SOD2	YOL016C	CMK2	1	Lit-NB
YAL005C	SSA1	YGL256W	ADH4	0	Lit-NB
YJL162C	JJJ2	YLR439W	MRPL4	0	Lit-NB
YOR239W	ABP140	YOR244W	ESA1	1	Lit-NB
YGL049C	TIF4632	YKL074C	MUD2	1	Lit-NB
YDL229W	SSB1	YNL033W		0	Lit-NB
YJL210W	PEX2	YOL044W	PEX15	1	Lit-NB
YER162C	RAD4	YMR214W	SCJ1	0	Lit-NB
YFR015C	GSY1	YKR058W	GLG1	0	Lit-NB
YNL064C	YDJ1	YOR181W	LAS17	0	Lit-NB
YDR190C	RVB1	YIL094C	LYS12	0	Lit-NB
YNL064C	YDJ1	YNL261W	ORC5	0	Lit-NB
YIR004W	DJP1	YPL210C	SRP72	0	Lit-NB
YOL041C	NOP12	YOR208W	PTP2	1	Lit-NB
YIR004W	DJP1	YLR277C	YSH1	0	Lit-NB
YNL154C	YCK2	YOR141C	ARP8	1	Lit-NB
YDL229W	SSB1	YIL073C	SPO22	0	Lit-NB
YBR106W	PHO88	YOR117W	RPT5	1	Lit-NB
YDL147W	RPN5	YFR050C	PRE4	1	Lit-NB
YKL152C	GPM1	YML064C	TEM1	0	Lit-NB
YGR097W	ASK10	YNL209W	SSB2	0	Lit-NB
YFL039C	ACT1	YKR081C	RPF2	1	Lit-NB
YDR289C	RTT103	YLL026W	HSP104	0	Lit-NB
YPL237W	SUI3	YPR152C	URN1	1	Lit-NB
YLL045C	RPL8B	YPL012W	RRP12	0	Lit-NB
YAL012W	CYS3	YMR300C	ADE4	0	Lit-NB
YDL229W	SSB1	YDR342C	HXT7	1	Lit-NB
YGL207W	SPT16	YPR019W	MCM4	1	Lit-NB
YBL027W	RPL19B	YPR016C	TIF6	0	Lit-NB
YJR066W	TOR1	YOL030W	GAS5	1	Lit-NB
YGR052W	FMP48	YMR284W	YKU70	0	Lit-NB
YBR107C	IML3	YDL160C-A	MHF2	1	Lit-NB
YDR079W	PET100	YKR016W	MIC60	1	Lit-NB
YFR014C	CMK1	YML048W	GSF2	2	Lit-NB
YIL093C	RSM25	YOL060C	MAM3	1	Lit-NB
YDR258C	HSP78	YHR085W	IPI1	0	Lit-NB
YER056C-A	RPL34A	YMR236W	TAF9	1	Lit-NB
YER006W	NUG1	YFR001W	LOC1	0	Lit-NB
YDL007W	RPT2	YOR261C	RPN8	0	Lit-NB
YBR159W	IFA38	YNR035C	ARC35	0	Lit-NB
YDR507C	GIN4	YPL106C	SSE1	0	Lit-NB
YAL005C	SSA1	YLR116W	MSL5	0	Lit-NB
YDR385W	EFT2	YLR153C	ACS2	0	Lit-NB
YMR197C	VTI1	YOR106W	VAM3	14	Lit-NB
YDL161W	ENT1	YIL095W	PRK1	1	Lit-NB
YDR337W	MRPS28	YJL063C	MRPL8	0	Lit-NB
YJR097W	JJJ3	YLR298C	YHC1	0	Lit-NB
YEL030W	ECM10	YHR063C	PAN5	0	Lit-NB
YDR510W	SMT3	YEL026W	SNU13	1	Lit-NB
YDL156W	CMR1	YLR259C	HSP60	1	Lit-NB
YGL099W	LSG1	YJL122W	ALB1	3	Lit-NB
YIL035C	CKA1	YNL330C	RPD3	0	Lit-NB
YBR055C	PRP6	YCL040W	GLK1	0	Lit-NB
YCR091W	KIN82	YDL192W	ARF1	1	Lit-NB
YHR027C	RPN1	YMR241W	YHM2	1	Lit-NB
YDR412W	RRP17	YLR325C	RPL38	1	Lit-NB
YAL005C	SSA1	YBR095C	RXT2	0	Lit-NB
YOR039W	CKB2	YOR119C	RIO1	1	Lit-NB
YLR340W	RPP0	YNL064C	YDJ1	0	Lit-NB
YKL021C	MAK11	YML074C	FPR3	1	Lit-NB
YGL019W	CKB1	YGR270W	YTA7	2	Lit-NB
YNL209W	SSB2	YPR016C	TIF6	1	Lit-NB
YHR027C	RPN1	YPL226W	NEW1	1	Lit-NB
YFR004W	RPN11	YFR037C	RSC8	1	Lit-NB
YER165W	PAB1	YOL077C	BRX1	1	Lit-NB
YGL143C	MRF1	YJL014W	CCT3	0	Lit-NB
YFR031C-A	RPL2A	YIR010W	DSN1	1	Lit-NB
YIL021W	RPB3	YJL164C	TPK1	1	Lit-NB
YDR075W	PPH3	YER178W	PDA1	0	Lit-NB
YDR198C	RKM2	YDR320C	SWA2	0	Lit-NB
YIL126W	STH1	YPL082C	MOT1	1	Lit-NB
YBR160W	CDC28	YPL250C	ATG41	1	Lit-NB
YLR291C	GCD7	YOR335C	ALA1	0	Lit-NB
YDL164C	CDC9	YKL182W	FAS1	0	Lit-NB
YDL229W	SSB1	YNL082W	PMS1	0	Lit-NB
YKL049C	CSE4	YML123C	PHO84	1	Lit-NB
YKR077W	MSA2	YLL024C	SSA2	0	Lit-NB
YAL005C	SSA1	YOR307C	SLY41	0	Lit-NB
YIL140W	AXL2	YLL034C	RIX7	1	Lit-NB
YBR175W	SWD3	YHR064C	SSZ1	0	Lit-NB
YML085C	TUB1	YNL090W	RHO2	0	Lit-NB
YBR189W	RPS9B	YPR161C	SGV1	0	Lit-NB
YCR002C	CDC10	YLR044C	PDC1	0	Lit-NB
YJL080C	SCP160	YMR059W	SEN15	0	Lit-NB
YLL024C	SSA2	YLR093C	NYV1	1	Lit-NB
YCR088W	ABP1	YHL030W	ECM29	1	Lit-NB
YDR150W	NUM1	YNL271C	BNI1	1	Lit-NB
YLR432W	IMD3	YNL178W	RPS3	0	Lit-NB
YDL091C	UBX3	YLL024C	SSA2	1	Lit-NB
YGL180W	ATG1	YOR204W	DED1	1	Lit-NB
YBL030C	PET9	YDL059C	RAD59	0	Lit-NB
YCL039W	GID7	YER091C	MET6	0	Lit-NB
YGR159C	NSR1	YPL237W	SUI3	1	Lit-NB
YBR211C	AME1	YNL209W	SSB2	0	Lit-NB
YOR136W	IDH2	YOR254C	SEC63	0	Lit-NB
YHR082C	KSP1	YOR362C	PRE10	1	Lit-NB
YOL120C	RPL18A	YOR206W	NOC2	0	Lit-NB
YOL090W	MSH2	YPR179C	HDA3	0	Lit-NB
YDR418W	RPL12B	YGL135W	RPL1B	0	Lit-NB
YAL038W	CDC19	YBR287W		1	Lit-NB
YDR005C	MAF1	YJL164C	TPK1	1	Lit-NB
YLR224W	UCC1	YOL133W	HRT1	1	Lit-NB
YNL098C	RAS2	YOR101W	RAS1	0	Lit-NB
YJL080C	SCP160	YPL042C	SSN3	1	Lit-NB
YAL005C	SSA1	YGL167C	PMR1	0	Lit-NB
YDR170C	SEC7	YNL209W	SSB2	0	Lit-NB
YBR065C	ECM2	YMR213W	CEF1	1	Lit-NB
YBR196C	PGI1	YER133W	GLC7	0	Lit-NB
YDR258C	HSP78	YOR018W	ROD1	0	Lit-NB
YDR155C	CPR1	YNL244C	SUI1	0	Lit-NB
YBR238C		YBR238C		0	Lit-NB
YDR356W	SPC110	YHR005C	GPA1	1	Lit-NB
YBR151W	APD1	YNL126W	SPC98	0	Lit-NB
YBR072W	HSP26	YER012W	PRE1	0	Lit-NB
YGL078C	DBP3	YHR115C	DMA1	1	Lit-NB
YIL070C	MAM33	YJL128C	PBS2	1	Lit-NB
YML025C	YML6	YNL255C	GIS2	1	Lit-NB
YCL054W	SPB1	YKR081C	RPF2	1	Lit-NB
YHR041C	SRB2	YLL024C	SSA2	0	Lit-NB
YDL229W	SSB1	YOL010W	RCL1	0	Lit-NB
YBR289W	SNF5	YER162C	RAD4	1	Lit-NB
YNL064C	YDJ1	YOR127W	RGA1	0	Lit-NB
YFR046C	CNN1	YGL093W	SPC105	1	Lit-NB
YCL043C	PDI1	YNL135C	FPR1	0	Lit-NB
YBL030C	PET9	YLR038C	COX12	1	Lit-NB
YBR160W	CDC28	YLR035C	MLH2	2	Lit-NB
YBR118W	TEF2	YDR523C	SPS1	0	Lit-NB
YBR025C	OLA1	YBR175W	SWD3	0	Lit-NB
YKL048C	ELM1	YLR096W	KIN2	1	Lit-NB
YDR333C	RQC1	YGL103W	RPL28	1	Lit-NB
YDR520C	URC2	YNL007C	SIS1	0	Lit-NB
YDL229W	SSB1	YHR150W	PEX28	0	Lit-NB
YKR016W	MIC60	YML030W	RCF1	1	Lit-NB
YAL005C	SSA1	YIL039W	TED1	0	Lit-NB
YLR367W	RPS22B	YML065W	ORC1	1	Lit-NB
YHL004W	MRP4	YIL093C	RSM25	1	Lit-NB
YDR478W	SNM1	YPL106C	SSE1	0	Lit-NB
YDR382W	RPP2B	YJL057C	IKS1	1	Lit-NB
YMR068W	AVO2	YOR181W	LAS17	1	Lit-NB
YER013W	PRP22	YGR129W	SYF2	1	Lit-NB
YBR010W	HHT1	YPL001W	HAT1	3	Lit-NB
YJL115W	ASF1	YJR140C	HIR3	2	Lit-NB
YIR026C	YVH1	YLL045C	RPL8B	1	Lit-NB
YHR090C	YNG2	YPL209C	IPL1	1	Lit-NB
YBR009C	HHF1	YLL001W	DNM1	1	Lit-NB
YDL200C	MGT1	YHR033W		0	Lit-NB
YPL181W	CTI6	YPL181W	CTI6	1	Lit-NB
YIR027C	DAL1	YPL106C	SSE1	0	Lit-NB
YER025W	GCD11	YKR026C	GCN3	0	Lit-NB
YHL007C	STE20	YPL153C	RAD53	1	Lit-NB
YBR010W	HHT1	YDR143C	SAN1	1	Lit-NB
YLR305C	STT4	YLR305C	STT4	1	Lit-NB
YDR058C	TGL2	YDR258C	HSP78	0	Lit-NB
YOR038C	HIR2	YPL106C	SSE1	0	Lit-NB
YLR200W	YKE2	YMR076C	PDS5	0	Lit-NB
YBL034C	STU1	YGR078C	PAC10	0	Lit-NB
YML025C	YML6	YNL177C	MRPL22	0	Lit-NB
YAR007C	RFA1	YNR051C	BRE5	1	Lit-NB
YKR048C	NAP1	YOR230W	WTM1	0	Lit-NB
YDR425W	SNX41	YNL064C	YDJ1	0	Lit-NB
YGR261C	APL6	YLR093C	NYV1	1	Lit-NB
YML074C	FPR3	YOL012C	HTZ1	1	Lit-NB
YDR450W	RPS18A	YGL147C	RPL9A	0	Lit-NB
YNL209W	SSB2	YOR310C	NOP58	0	Lit-NB
YER006W	NUG1	YPL043W	NOP4	0	Lit-NB
YLL024C	SSA2	YNL061W	NOP2	0	Lit-NB
YAL005C	SSA1	YDR471W	RPL27B	0	Lit-NB
YDR244W	PEX5	YDR265W	PEX10	3	Lit-NB
YDR388W	RVS167	YPL061W	ALD6	0	Lit-NB
YBR245C	ISW1	YLR176C	RFX1	0	Lit-NB
YDR171W	HSP42	YDR289C	RTT103	0	Lit-NB
YIR026C	YVH1	YOL063C	CRT10	1	Lit-NB
YDL082W	RPL13A	YFR004W	RPN11	1	Lit-NB
YDR171W	HSP42	YML048W	GSF2	0	Lit-NB
YDR025W	RPS11A	YNL132W	KRE33	0	Lit-NB
YNL209W	SSB2	YPR075C	OPY2	0	Lit-NB
YMR139W	RIM11	YOL128C	YGK3	1	Lit-NB
YDR060W	MAK21	YOR234C	RPL33B	0	Lit-NB
YKR006C	MRPL13	YNL255C	GIS2	1	Lit-NB
YPL004C	LSP1	YPL150W		0	Lit-NB
YLR439W	MRPL4	YNL177C	MRPL22	1	Lit-NB
YJR092W	BUD4	YOR231W	MKK1	1	Lit-NB
YCR082W	AHC2	YPR110C	RPC40	1	Lit-NB
YLR150W	STM1	YMR240C	CUS1	0	Lit-NB
YMR197C	VTI1	YMR197C	VTI1	2	Lit-NB
YLL008W	DRS1	YLR106C	MDN1	0	Lit-NB
YMR024W	MRPL3	YNL252C	MRPL17	0	Lit-NB
YBR001C	NTH2	YEL030W	ECM10	0	Lit-NB
YDR025W	RPS11A	YOL123W	HRP1	0	Lit-NB
YDR388W	RVS167	YGL202W	ARO8	0	Lit-NB
YBR196C	PGI1	YDL043C	PRP11	0	Lit-NB
YIL042C	PKP1	YLL024C	SSA2	0	Lit-NB
YIL051C	MMF1	YKL142W	MRP8	0	Lit-NB
YGL129C	RSM23	YJR136C	TTI2	1	Lit-NB
YDL213C	NOP6	YPL217C	BMS1	1	Lit-NB
YGL207W	SPT16	YOR391C	HSP33	0	Lit-NB
YIL061C	SNP1	YKR028W	SAP190	0	Lit-NB
YDR025W	RPS11A	YDR228C	PCF11	0	Lit-NB
YIL159W	BNR1	YML094W	GIM5	0	Lit-NB
YDR023W	SES1	YPL204W	HRR25	0	Lit-NB
YER155C	BEM2	YOR061W	CKA2	1	Lit-NB
YBR218C	PYC2	YPL240C	HSP82	0	Lit-NB
YIL035C	CKA1	YMR309C	NIP1	1	Lit-NB
YBL003C	HTA2	YPL093W	NOG1	1	Lit-NB
YEL048C	TCA17	YOR115C	TRS33	3	Lit-NB
YOR094W	ARF3	YPL106C	SSE1	0	Lit-NB
YMR114C		YNL007C	SIS1	0	Lit-NB
YDR283C	GCN2	YOR254C	SEC63	0	Lit-NB
YGR276C	RNH70	YPL153C	RAD53	1	Lit-NB
YBR016W		YKR016W	MIC60	1	Lit-NB
YJL052W	TDH1	YOL062C	APM4	0	Lit-NB
YAL005C	SSA1	YPR160W	GPH1	0	Lit-NB
YDL028C	MPS1	YGR113W	DAM1	3	Lit-NB
YAL005C	SSA1	YLR102C	APC9	0	Lit-NB
YFL039C	ACT1	YHR152W	SPO12	1	Lit-NB
YAL024C	LTE1	YDL143W	CCT4	0	Lit-NB
YAL005C	SSA1	YDR342C	HXT7	1	Lit-NB
YDR388W	RVS167	YGL252C	RTG2	0	Lit-NB
YHR200W	RPN10	YKL029C	MAE1	0	Lit-NB
YBL024W	NCL1	YDR381W	YRA1	0	Lit-NB
YDR171W	HSP42	YER013W	PRP22	0	Lit-NB
YGR155W	CYS4	YJR045C	SSC1	0	Lit-NB
YGL150C	INO80	YJL034W	KAR2	0	Lit-NB
YDL229W	SSB1	YJR068W	RFC2	0	Lit-NB
YDR477W	SNF1	YPR171W	BSP1	1	Lit-NB
YDL108W	KIN28	YNL209W	SSB2	0	Lit-NB
YBL015W	ACH1	YPL240C	HSP82	0	Lit-NB
YGR112W	SHY1	YPL189C-A	COA2	1	Lit-NB
YBR127C	VMA2	YIL061C	SNP1	0	Lit-NB
YDR217C	RAD9	YOR374W	ALD4	0	Lit-NB
YEL013W	VAC8	YER123W	YCK3	1	Lit-NB
YER020W	GPA2	YOR371C	GPB1	1	Lit-NB
YCR095C	OCA4	YNL032W	SIW14	0	Lit-NB
YCR004C	YCP4	YFR004W	RPN11	1	Lit-NB
YKL101W	HSL1	YOR181W	LAS17	1	Lit-NB
YHR030C	SLT2	YLR182W	SWI6	3	Lit-NB
YAL005C	SSA1	YKR063C	LAS1	0	Lit-NB
YBR119W	MUD1	YKL012W	PRP40	2	Lit-NB
YBR009C	HHF1	YOL135C	MED7	1	Lit-NB
YGR090W	UTP22	YOR078W	BUD21	1	Lit-NB
YIR010W	DSN1	YOR207C	RET1	1	Lit-NB
YKL049C	CSE4	YPL209C	IPL1	1	Lit-NB
YBR279W	PAF1	YML069W	POB3	3	Lit-NB
YOR106W	VAM3	YPL195W	APL5	3	Lit-NB
YBR279W	PAF1	YPL178W	CBC2	1	Lit-NB
YAL024C	LTE1	YNL014W	HEF3	1	Lit-NB
YBR143C	SUP45	YER161C	SPT2	0	Lit-NB
YHR135C	YCK1	YOL059W	GPD2	1	Lit-NB
YIR010W	DSN1	YLR287C-A	RPS30A	1	Lit-NB
YDL156W	CMR1	YGL039W		1	Lit-NB
YGR040W	KSS1	YMR239C	RNT1	1	Lit-NB
YER155C	BEM2	YHR158C	KEL1	0	Lit-NB
YGR002C	SWC4	YOL012C	HTZ1	5	Lit-NB
YDR171W	HSP42	YOR098C	NUP1	0	Lit-NB
YFR037C	RSC8	YGL133W	ITC1	0	Lit-NB
YKL006W	RPL14A	YMR236W	TAF9	1	Lit-NB
YMR216C	SKY1	YPR042C	PUF2	1	Lit-NB
YLR097C	HRT3	YLR259C	HSP60	0	Lit-NB
YMR064W	AEP1	YPL106C	SSE1	0	Lit-NB
YGL078C	DBP3	YOR117W	RPT5	1	Lit-NB
YBR203W	COS111	YCL037C	SRO9	0	Lit-NB
YHR216W	IMD2	YLL036C	PRP19	1	Lit-NB
YLR175W	CBF5	YNL248C	RPA49	1	Lit-NB
YER133W	GLC7	YHR158C	KEL1	1	Lit-NB
YAL038W	CDC19	YPL240C	HSP82	0	Lit-NB
YFL002C	SPB4	YPL127C	HHO1	1	Lit-NB
YLL024C	SSA2	YOR093C	CMR2	0	Lit-NB
YAL005C	SSA1	YHR061C	GIC1	0	Lit-NB
YLR409C	UTP21	YPR112C	MRD1	1	Lit-NB
YLL024C	SSA2	YMR027W		0	Lit-NB
YNL097C	PHO23	YPL139C	UME1	1	Lit-NB
YAR003W	SWD1	YNL317W	PFS2	1	Lit-NB
YHR064C	SSZ1	YOR174W	MED4	0	Lit-NB
YDL101C	DUN1	YJL111W	CCT7	1	Lit-NB
YFR004W	RPN11	YLR432W	IMD3	2	Lit-NB
YDR145W	TAF12	YDR448W	ADA2	10	Lit-NB
YHR052W	CIC1	YKL180W	RPL17A	1	Lit-NB
YBR155W	CNS1	YKL101W	HSL1	1	Lit-NB
YDR411C	DFM1	YIL030C	SSM4	1	Lit-NB
YDL143W	CCT4	YLL011W	SOF1	0	Lit-NB
YER095W	RAD51	YJR009C	TDH2	0	Lit-NB
YCR052W	RSC6	YPL106C	SSE1	0	Lit-NB
YAL002W	VPS8	YMR186W	HSC82	0	Lit-NB
YBR053C		YDR032C	PST2	0	Lit-NB
YDL140C	RPO21	YDL229W	SSB1	0	Lit-NB
