orf_name	GenBank_accession	orf_space	in_db_space	in_ad_space
YOR257W	AY558434	II	1	1
YOR258W	DQ332552	II	1	1
YOR259C	EF059409	II	1	1
YOR260W	EF059327	II	1	1
YOR261C	AY558039	II	1	1
YOR262W	DQ331159	II	0	1
YOR264W	AY693175	II	1	1
YOR265W	AY692767	II	1	1
YOR266W	AY692772	II	1	1
YOR267C		III	1	1
YOR268C	AY692661	II	1	1
YOR269W	DQ332882	II	1	1
YOR270C	DQ332684	II	1	1
YOR271C	DQ331274	II	1	1
YOR272W	EF059514	II	1	1
YOR273C	EF058979	II	1	1
YOR274W	DQ331885	II	1	1
YOR275C	DQ332966	II	1	1
YOR276W	DQ331906	II	1	1
YOR278W	DQ332685	II	1	1
YOR279C	EF059149	II	1	1
YOR280C	EF058760	II	1	1
YOR281C	AY558032	II	0	1
YOR283W	DQ332772	II	0	1
YOR284W	EF058664	II	1	1
YOR285W	EF058545	II	1	1
YOR286W	AY692684	II	1	1
YOR287C	DQ331388	II	1	1
YOR288C		III	1	1
YOR289W	DQ331389	II	1	1
YOR290C		III	0	1
YOR291W	EF058429	II	0	1
YOR292C	DQ331390	II	1	1
YOR293W		III	1	1
YOR293C-A	EF058698	II	1	1
YOR294W	DQ331491	II	1	1
YOR295W	DQ331504	II	1	1
YOR296W	DQ331279	II	1	1
YOR297C	DQ331658	II	1	1
YOR298W	EF058535	II	1	1
YOR298C-A	AY692753	II	1	1
YOR299W	DQ331709	II	1	1
YOR301W	DQ333119	II	1	1
YOR302W		III	1	1
YOR303W	DQ332503	II	1	1
YOR304W	DQ332686	II	1	1
YOR304C-A	EF058585	II	1	1
YOR305W	DQ331197	II	1	1
YOR306C	DQ332647	II	0	1
YOR307C	DQ332687	II	1	1
YOR308C		III	1	1
YOR310C	DQ331450	II	1	1
YOR311C	DQ331532	II	0	1
YOR312C		III	1	1
YOR313C	DQ331573	II	1	1
YOR315W	DQ331298	II	1	1
YOR316C		III	1	0
YOR316C-A	DQ331405	II	0	1
YOR317W	EF058963	II	1	1
YOR319W	AY558437	II	1	1
YOR320C	EF059018	II	1	1
YOR321W	EF059047	II	1	1
YOR322C	DQ331391	II	1	1
YOR323C	AY692984	II	1	1
YOR324C	DQ331373	II	1	1
YOR326W	DQ332688	II	1	1
YOR327C	DQ333031	II	1	1
YOR328W		III	0	1
YOR329C	DQ333085	II	0	1
YOR330C	DQ332302	II	1	1
YOR332W	EF059317	II	1	1
YOR334W	DQ333141	II	1	1
YOR335C	DQ332533	II	1	1
YOR336W		III	0	1
YOR337W	EF059433	II	0	1
YOR338W	DQ331221	II	1	1
YOR339C	EF058800	II	1	1
YOR340C	DQ331469	II	1	1
YOR341W	DQ331603	II	1	1
YOR342C	EF058665	II	1	1
YOR344C	DQ331641	II	0	1
YOR346W	DQ331781	II	1	1
YOR347C	DQ331783	II	1	1
YOR348C	DQ332967	II	1	1
YOR349W	DQ331907	II	1	1
YOR350C	EF059392	II	1	1
YOR351C	DQ332630	II	1	1
YOR352W	EF058656	II	1	1
YOR353C	EF058441	II	1	1
YOR354C	DQ331456	II	1	1
YOR355W	EF058863	II	0	1
YOR356W		II	1	1
YOR357C	DQ332689	II	0	1
YOR358W	DQ331731	II	0	1
YOR359W	DQ331754	II	0	1
YOR360C	DQ332409	II	1	1
YOR361C	DQ332412	II	1	1
YOR362C	EF059189	II	0	1
YOR363C		III	1	1
YOR365C	EF058430	II	1	1
YOR367W	DQ331492	II	1	1
YOR368W	DQ331505	II	1	1
YOR369C	DQ331507	II	1	1
YOR370C	DQ331503	II	0	1
YOR371C	EF058838	II	1	1
YOR372C	DQ331650	II	0	1
YOR373W		III	1	1
YOR374W		III	1	1
YOR375C	EF058990	II	1	1
YOR376W		III	1	1
YOR376W-A	EF058675	II	1	1
YOR377W	EF059515	II	0	1
YOR378W		III	1	1
YOR380W	EF059068	II	1	1
YOR381W	DQ331913	II	1	1
YOR381W-A	EF058730	II	1	1
YOR382W	DQ332973	II	1	1
YOR383C	DQ332974	II	1	1
YOR384W	AY692958	II	1	1
YOR385W	DQ332720	II	1	1
YOR386W	DQ332690	II	1	1
YOR387C	AY692567	II	1	1
YOR388C		III	0	1
YOR389W	EF058368	II	1	1
YOR390W	DQ332819	II	1	1
YOR391C		III	1	1
YOR393W	EF059190	II	1	1
YOR393W		III	1	1
YOR394C-A	EF058722	II	1	1
YPL282C	EF058576	II	1	1
YPL280W	DQ332793	II	1	1
YPL279C		III	1	1
YPL278C	AY692676	II	0	1
YPL277C		II	1	1
YPL274W	EF058842	II	1	1
YPL273W	EF059486	II	1	1
YPL272C	DQ331190	II	1	1
YPL271W	AY558140	II	1	1
YPL270W	AY693141	II	1	1
YPL269W	AY693206	II	1	1
YPL268W		III	1	1
YPL267W	AY558139	II	1	1
YPL266W	DQ332468	II	1	1
YPL265W	EF059519	II	1	1
YPL264C	AY692592	II	1	1
YPL263C	DQ332242	II	1	1
YPL262W	DQ332233	II	1	1
YPL260W	EF058323	II	1	1
YPL261C	AY693361	II	1	1
YPL259C	EF059265	II	1	1
YPL258C	DQ332698	II	1	1
YPL257W	AY692571	II	1	1
YPL256C	AY693229	II	0	1
YPL255W	AY693019	II	1	1
YPL254W	DQ332697	II	0	1
YPL253C	DQ332696	II	1	1
YPL252C	DQ332695	II	1	1
YPL250C	AY692697	II	0	1
YPL249C-A		III	1	1
YPL249C	DQ332944	II	1	1
YPL248C	DQ331815	II	0	0
YPL247C		III	1	1
YPL246C	DQ331683	II	1	1
YPL245W	EF058532	II	1	1
YPL244C	AY692836	II	1	1
YPL243W	DQ331516	II	1	1
YPL242C		III	1	1
YPL241C		III	1	1
YPL240C		III	1	1
YPL239W	AY558138	II	1	1
YPL237W	AY692930	II	1	1
YPL237W	EF059058	II	1	1
YPL236C	EF058593	II	1	1
YPL235W		III	1	1
YPL234C	AY558058	II	1	1
YPL233W	AY693228	II	0	1
YPL232W	DQ333176	II	1	1
YPL231W		III	1	0
YPL230W		III	1	0
YPL229W	DQ331078	II	1	1
YPL228W	DQ332200	II	1	1
YPL227C	DQ332185	II	1	1
YPL226W	DQ332051	II	1	1
YPL225W	AY692562	II	1	1
YPL224C		III	1	1
YPL223C	AY692932	II	1	1
YPL222W		III	1	1
YPL221W	DQ331394	II	1	1
YPL220W	DQ332923	II	1	1
YPL219W	AY693227	II	1	1
YPL218W		III	1	1
YPL217C	DQ331642	II	0	1
YPL216W	DQ331273	II	1	1
YPL215W	DQ331621	II	0	1
YPL214C	DQ332839	II	1	1
YPL213W	AY558137	II	0	1
YPL212C	EF059431	II	1	1
YPL211W	AY558059	II	1	1
YPL210C	DQ332551	II	1	1
YPL209C	AY693182	II	1	1
YPL208W	EF058423	II	1	1
YPL207W	EF058421	II	1	1
YPL206C	DQ332752	II	0	1
YPL204W	DQ333095	II	1	1
YPL203W	DQ332353	II	0	1
YPL202C	DQ332169	II	1	1
YPL201C	DQ332729	II	1	1
YPL200W	AY693044	II	1	1
YPL199C	DQ331209	II	0	1
YPL198W	EF058759	II	1	1
YPL196W	EF059479	II	1	1
YPL195W	DQ332624	II	1	1
YPL194W		III	1	1
YPL193W	EF059367	II	0	1
YPL192C	AY693130	II	1	1
YPL191C	EF058366	II	1	1
YPL190C	DQ332239	II	1	1
YPL189C-A		II	1	1
YPL189W	EF059518	II	1	1
YPL188W	DQ332297	II	1	1
YPL187W		III	1	1
YPL186C	DQ332251	II	1	1
YPL184C	DQ332724	II	0	1
YPL183W-A	AY558522	II	1	1
YPL183C	EF058325	II	1	1
YPL181W	AY692957	II	1	1
YPL180W	EF058410	II	0	1
YPL179W	EF059080	II	1	1
YPL178W	AY692949	II	0	1
YPL177C	AY692914	II	1	1
YPL176C	EF058577	II	1	1
YPL175W		III	1	0
YPL174C	DQ331706	II	1	1
YPL173W	AY692853	II	1	1
YPL172C	DQ331667	II	1	1
YPL171C	AY693226	II	1	1
YPL170W	AY558521	II	1	1
YPL169C	EF059517	II	1	1
YPL168W	DQ331036	II	1	1
YPL167C	DQ332014	II	1	1
YPL166W	EF058309	II	1	1
YPL165C	EF059112	II	1	1
YPL164C		III	1	1
YPL163C	AY558136	II	0	1
YPL162C	DQ332796	II	0	1
YPL161C	DQ331753	II	1	1
YPL160W	EF058955	II	1	1
YPL159C	EF058399	II	1	1
YPL158C	EF058390	II	1	1
YPL157W	EF059252	II	1	1
YPL156C	DQ332206	II	1	1
YPL155C	EF059231	II	1	1
YPL154C	DQ332694	II	1	1
YPL153C	AY693009	II	0	1
YPL152W-A	EF058681	II	1	1
YPL152W	DQ332036	II	1	1
YPL151C	DQ331905	II	1	1
YPL150W	DQ331393	II	1	1
YPL149W	DQ331947	II	1	1
YPL148C	AY558134	II	1	1
YPL147W	DQ331785	II	1	1
YPL146C		II	1	1
YPL145C	AY558047	II	1	1
YPL144W	AY558135	II	1	1
YPL143W	EF058889	II	1	1
YPL141C	EF058455	II	1	1
YPL140C		II	1	1
YPL139C	DQ332857	II	1	1
YPL138C	DQ331528	II	1	1
YPL137C	DQ331238	II	0	1
YPL135W	DQ332580	II	1	1
YPL134C	EF059422	II	1	1
YPL133C	AY693168	II	1	1
YPL132W	DQ333101	II	1	1
YPL131W	DQ333094	II	1	1
YPL130W	AY693111	II	1	1
YPL129W	DQ333107	II	1	1
YPL128C	DQ332243	II	1	1
YPL127C	AY557756	II	1	1
YPL126W	DQ332693	II	1	1
YPL125W	EF059130	II	1	1
YPL124W	DQ331999	II	0	1
YPL123C	AY692990	II	1	1
YPL122C	DQ331878	II	1	1
YPL121C	EF059042	II	1	1
YPL120W	EF059030	II	1	1
YPL119C-A	DQ331408	II	1	1
YPL119C	DQ331915	II	1	1
YPL118W	AY692937	II	1	1
YPL117C	DQ331817	II	1	1
YPL116W	DQ331813	II	1	1
YPL115C	DQ332933	II	1	1
YPL113C		III	0	0
YPL112C	AY692821	II	1	1
YPL111W	DQ331589	II	1	1
YPL110C		III	0	0
YPL109C		III	1	1
YPL108W	EF058666	II	1	1
YPL107W	DQ331237	II	1	1
YPL106C	EF058821	II	1	1
YPL105C	DQ331228	II	1	1
YPL104W	DQ331477	II	1	1
YPL103C	DQ331177	II	1	1
YPL101W	DQ332692	II	1	1
YPL100W	DQ333082	II	1	1
YPL099C	DQ331071	II	1	1
YPL098C	AY558335	II	1	1
YPL097W	DQ332178	II	0	1
YPL096C-A	EF059524	II	1	1
YPL096W	DQ333034	II	1	1
YPL095C	AY692561	II	1	1
YPL094C	DQ332013	II	1	1
YPL093W	DQ332003	II	1	1
YPL092W	AY693225	II	1	1
YPL091W	DQ331889	II	1	1
YPL090C		III	0	1
YPL089C	DQ332558	II	0	1
YPL088W	DQ332751	II	1	1
YPL087W	AY693224	II	0	1
YPL086C	DQ332476	II	1	1
YPL085W		III	1	0
YPL084W	DQ332224	II	1	1
YPL083C	DQ332204	II	0	1
YPL082C		III	0	1
YPL081W	DQ332190	II	1	1
YPL079W		III	1	1
YPL078C	AY692976	II	1	1
YPL077C	AY558334	II	1	1
YPL076W	AY692961	II	0	1
YPL075W		III	0	1
YPL074W	DQ331784	II	1	1
YPL072W	DQ332917	II	1	1
YPL071C	AY558333	II	1	1
YPL070W	EF058520	II	1	1
YPL069C	AY692852	II	1	1
YPL068C		III	0	1
YPL067C	AY558332	II	1	1
YPL066W	DQ332770	II	0	1
YPL065W	AY692790	II	1	1
YPL064C	DQ332691	II	1	1
YPL063W	DQ333175	II	1	1
YPL061W	EF059428	II	1	1
YPL060W	AY693169	II	1	1
YPL059W	EF059516	II	1	1
YPL058C		III	0	0
YPL057C	DQ332423	II	1	1
YPL056C	EF058367	II	1	1
YPL055C	AY558038	II	0	1
YPL054W	AY693073	II	1	1
YPL053C	DQ332027	II	1	1
YPL052W	AY558331	II	1	1
YPL051W	AY558323	II	1	1
YPL050C	DQ332989	II	0	1
YPL049C	DQ332058	II	1	1
YPL048W	DQ332981	II	1	1
YPL047W	AY558330	II	0	1
YPL046C	AY558329	II	0	1
YPL045W	DQ331912	II	1	1
YPL043W		III	1	1
YPL042C	DQ331802	II	0	1
YPL041C	AY558328	II	1	1
YPL040C	DQ331623	II	1	1
YPL039W	DQ331318	II	0	1
YPL038W-A	EF058688	II	1	1
YPL038W	DQ331682	II	0	1
YPL037C	AY558440	II	0	1
YPL036W	EF058896	II	0	1
YPL034W	AY692647	II	1	1
YPL033C	DQ332765	II	0	1
YPL032C	DQ331480	II	1	1
YPL031C	EF059453	II	1	1
YPL030W	DQ331179	II	1	1
YPL029W	DQ332607	II	1	1
YPL028W	EF059447	II	1	1
YPL027W	DQ332587	II	1	1
YPL026C	DQ333106	II	0	1
YPL024W	DQ331392	II	1	1
YPL023C	DQ332229	II	1	1
YPL022W	DQ332223	II	1	1
YPL021W	AY558439	II	1	1
YPL020C	EF059227	II	1	1
YPL019C	DQ331547	II	0	1
YPL018W	EF058781	II	1	1
YPL017C	EF058440	II	1	1
YPL016W		III	1	1
YPL015C	AY693204	II	1	1
YPL014W	DQ332756	II	0	1
YPL013C	EF059375	II	1	1
YPL012W	DQ332485	II	1	1
YPL011C	DQ332448	II	0	1
YPL010W	AY558438	II	0	1
YPL009C		III	0	1
YPL008W	EF058958	II	1	1
YPL007C		III	1	1
YPL006W	EF058882	II	1	1
YPL005W	AY692659	II	1	1
YPL004C	DQ332763	II	1	1
YPL003W	DQ333174	II	1	1
YPL002C	AY692759	II	0	1
YPL001W	AY558042	II	1	1
YPR001W		III	1	1
YPR002W	DQ333177	II	1	1
YPR003C	EF058436	II	1	1
YPR004C	AY692635	II	1	1
YPR005C	EF059498	II	1	1
YPR006C		III	1	1
YPR007C		III	0	1
YPR008W	AY692804	II	0	1
YPR009W	DQ332868	II	1	1
YPR010C	DQ331539	II	1	1
YPR010C-A		III	1	1
YPR011C		II	1	1
YPR013C	EF058543	II	1	1
YPR015C	AY558141	II	1	1
YPR016C	AY692916	II	0	1
YPR017C	DQ332699	II	1	1
YPR018W	DQ332700	II	1	1
YPR019W	DQ331984	II	0	1
YPR020W	AY692980	II	1	1
YPR021C	DQ331982	II	1	1
YPR022C		II	0	1
YPR023C	DQ333023	II	1	1
YPR024W	DQ333030	II	1	1
YPR025C	DQ332157	II	1	1
YPR026W	DQ332319	II	1	1
YPR027C	AY692602	II	0	1
YPR028W		III	1	1
YPR029C	DQ332365	II	1	1
YPR030W	EF059401	II	1	1
YPR031W	DQ331395	II	1	1
YPR032W	EF058762	II	0	1
YPR033C	AY692751	II	0	1
YPR034W	EF058796	II	1	1
YPR035W	EF058805	II	1	1
YPR036W	DQ332867	II	1	1
YPR036W-A	EF058672	II	1	1
YPR037C		III	1	1
YPR040W		III	1	1
YPR041W		III	1	1
YPR042C		III	0	1
YPR043W		III	1	1
YPR045C	DQ331149	II	1	1
YPR046W	DQ332701	II	0	1
YPR047W	DQ333178	II	1	1
YPR048W	DQ333172	II	1	1
YPR049C	DQ331445	II	0	1
YPR051W	DQ332191	II	1	1
YPR052C	AY693230	II	1	1
YPR053C	AY558142	II	1	1
YPR054W	DQ332228	II	1	1
YPR055W	DQ332404	II	1	1
YPR056W	EF059346	II	1	1
YPR057W	EF059350	II	1	1
YPR058W	DQ332427	II	1	1
YPR060C	AY693179	II	0	1
YPR061C	AY558065	II	1	1
YPR062W	DQ332702	II	1	1
YPR063C		III	1	1
YPR064W		III	1	1
YPR065W	DQ331499	II	1	1
YPR066W	AY692781	II	0	1
YPR067W	DQ331649	II	1	1
YPR068C		III	1	1
YPR069C	DQ331661	II	1	1
YPR070W	EF058878	II	0	1
YPR071W		III	1	0
YPR072W	AY692887	II	0	1
YPR073C	AY692891	II	1	1
YPR074C	DQ332703	II	1	1
YPR075C	AY693231	II	1	1
YPR078C	EF058608	II	1	1
YPR079W		III	1	1
YPR080W	AY692927	II	1	1
YPR081C	EF059056	II	1	1
YPR082C	AY558054	II	1	1
YPR083W	EF059127	II	1	1
YPR084W		II	1	1
YPR085C	DQ331080	II	1	1
YPR086W	AY693232	II	1	1
YPR088C	DQ332704	II	1	1
YPR089W		III	0	0
YPR091C	DQ331396	II	1	1
YPR093C	DQ331397	II	1	1
YPR094W	AY693180	II	1	1
YPR095C		III	1	1
YPR096C		III	1	1
YPR097W		III	1	1
YPR098C	AY558051	II	1	1
YPR100W	EF059303	II	1	1
YPR101W	AY693233	II	1	1
YPR102C	AY693151	II	1	1
YPR103W	DQ332705	II	1	1
YPR104C	EF059407	II	1	1
YPR105C	AY692743	II	1	1
YPR106W		III	1	1
YPR107C	AY558061	II	1	1
YPR108W	AY692769	II	1	1
YPR108W-A		III	0	1
YPR109W	AY692657	II	1	1
YPR110C	DQ333179	II	1	1
YPR111W	AY692855	II	1	1
YPR112C	EF059521	II	0	1
YPR113W	EF059280	II	1	1
YPR114W	AY692600	II	1	1
YPR115W	DQ331135	II	1	1
YPR116W	EF058397	II	1	1
YPR117W	EF058400	II	0	1
YPR118W	DQ332747	II	1	1
YPR119W	EF059471	II	0	1
YPR120C	DQ332706	II	1	1
YPR121W	EF059136	II	1	1
YPR122W	DQ332042	II	1	1
YPR124W	AY693062	II	1	1
YPR125W	DQ332735	II	0	1
YPR127W	DQ331082	II	1	1
YPR128C	DQ332396	II	1	1
YPR129W	AY693234	II	1	1
YPR131C	DQ332292	II	1	1
YPR132W		III	0	0
YPR133C	AY558069	II	1	1
YPR133W-A	AY558369	II	1	1
YPR134W	DQ333157	II	1	1
YPR135W		III	1	1
YPR137W	EF058820	II	1	1
YPR138C	AY692775	II	1	1
YPR139C	AY693235	II	1	1
YPR140W	AY692739	II	1	1
YPR141C	DQ331460	II	0	1
YPR143W	DQ332777	II	1	1
YPR144C	DQ332707	II	0	1
YPR145W	DQ331792	II	1	1
YPR145C-A		III	0	1
YPR147C	EF058569	II	1	1
YPR148C	DQ331322	II	1	1
YPR149W	AY558523	II	1	1
YPR151C	AY558060	II	1	1
YPR152C	AY692740	II	0	1
YPR153W	AY692714	II	1	1
YPR154W	AY692989	II	0	1
YPR155C	DQ331987	II	1	1
YPR156C	AY723870	II	1	1
YPR157W	DQ331030	II	1	1
YPR158W	EF058669	II	1	1
YPR159W	DQ332241	II	1	1
YPR159C-A	DQ331438	II	1	1
YPR160W		III	1	1
YPR161C	EF059522	II	1	1
YPR162C	AY723871	II	0	1
YPR163C	AY693114	II	1	1
YPR164W	DQ332545	II	1	1
YPR165W	AY558062	II	1	1
YPR166C	AY558052	II	1	1
YPR167C	AY693236	II	1	1
YPR168W	DQ331509	II	0	1
YPR169W	DQ331243	II	1	1
YPR170W-B		III	1	1
YPR171W	EF058791	II	1	1
YPR172W	EF058670	II	1	1
YPR173C		III	1	0
YPR174C	AY558063	II	1	1
YPR175W	DQ332708	II	1	1
YPR176C	AY558067	II	1	1
YPR178W	DQ331779	II	1	1
YPR179C		III	0	1
YPR180W		III	1	1
YPR181C	DQ332709	II	1	1
YPR182W	AY558049	II	1	1
YPR183W	EF059523	II	1	1
YPR184W		III	1	1
YPR185W	DQ332053	II	0	1
YPR186C	DQ332710	II	1	1
YPR187W		III	0	1
YPR188C	AY558057	II	0	1
YPR189W	DQ332711	II	1	1
YPR190C	EF058876	II	1	1
YPR191W	AY558068	II	1	1
YPR192W	AY558066	II	1	1
YPR193C	AY558056	II	1	1
YPR194C		III	1	1
YPR196W	AY558071	II	1	1
YPR198W	DQ332012	II	1	1
YPR199C	AY558064	II	1	1
YPR200C	AY558053	II	1	1
YPR201W	DQ332116	II	1	1
YPR202W		III	0	0
YPR203W	AY558050	II	1	1
YPR204W		III	0	0
Q0050	DQ332603	II	1	1
Q0055		III	1	1
Q0060		III	1	1
Q0065		III	0	1
Q0070		III	0	0
Q0045		III	0	0
Q0075		III	1	1
Q0080	EF058826	II	1	1
Q0085	EF058828	II	1	1
Q0110		III	1	1
Q0115		III	1	1
Q0120		III	0	1
Q0105		III	0	1
Q0130	EF058899	II	1	1
Q0140		III	0	0
Q0160	EF058996	II	1	1
Q0250	DQ332059	II	1	1
Q0255		III	1	0
Q0275	EF059163	II	1	1
YBL113C		III	0	0
YBL112C	DQ332803	II	1	1
YBL111C	EF058579	II	0	1
YBL108C-A	EF058489	II	1	1
YBL107C	DQ331296	II	1	1
YBL106C		III	0	1
YBL105C	EF058872	II	0	1
YBL104C	DQ331249	II	1	1
YBL103C	EF058851	II	0	1
YBL102W	AY558550	II	1	1
YBL101C	DQ332656	II	1	1
YBL100W-C	EF058741	II	0	1
YBL099W	AY692969	II	1	1
YBL098W	AY692951	II	1	1
YBL097W	AY558077	II	1	1
YBL095W	AY558565	II	1	1
YBL093C	AY558292	II	0	1
YBL092W	AY558291	II	1	1
YBL091C-A	AY558293	II	1	1
YBL091C	DQ331653	II	1	1
YBL090W	AY558290	II	1	1
YBL089W	DQ331669	II	1	1
YBL088C		III	0	1
YBL087C	DQ331501	II	1	1
YBL086C	AY692644	II	0	1
YBL085W		III	1	0
YBL084C		III	1	1
YBL082C	EF059444	II	1	1
YBL081W	AY692614	II	0	1
YBL080C	DQ332413	II	1	1
YBL079W	DQ331857	II	1	1
YBL078C	AY692870	II	1	1
YBL076C	DQ331592	II	0	1
YBL075C		III	1	1
YBL074C	DQ331554	II	0	1
YBL072C		III	0	0
YBL071C-B	DQ331412	II	1	1
YBL071W-A	EF058868	II	1	1
YBL071C	AY693263	II	1	1
YBL069W		III	0	1
YBL068W		III	1	1
YBL067C		III	1	1
YBL066C		III	0	1
YBL064C	DQ331766	II	1	1
YBL063W	DQ331755	II	1	1
YBL061C	EF058881	II	1	1
YBL060W		III	0	1
YBL059C-A		III	1	1
YBL059W	DQ332779	II	0	1
YBL058W	AY557717	II	1	1
YBL057C	AY692763	II	1	1
YBL056W	AY692754	II	0	1
YBL055C	AY692626	II	1	1
YBL054W	AY692625	II	1	1
YBL052C		III	1	1
YBL051C	EF059312	II	0	1
YBL050W		III	1	1
YBL049W	AY692611	II	0	1
YBL047C	DQ332181	II	1	1
YBL046W	AY692578	II	0	1
YBL045C	AY693047	II	1	1
YBL044W	DQ331060	II	0	1
YBL043W	AY557714	II	1	1
YBL042C	EF059111	II	1	1
YBL041W	AY558462	II	1	1
YBL040C		III	1	0
YBL039W-B	EF058742	II	1	1
YBL039C	DQ331873	II	1	1
YBL038W	DQ331869	II	1	1
YBL037W	EF059029	II	1	1
YBL036C	AY692874	II	1	1
YBL035C		III	0	1
YBL034C		III	1	1
YBL033C	DQ331596	II	1	1
YBL032W	AY692814	II	1	1
YBL031W	AY692805	II	1	1
YBL030C	DQ332856	II	1	1
YBL029C-A	EF058488	II	1	1
YBL029W	AY692662	II	0	1
YBL028C	AY558461	II	1	1
YBL027W	DQ332863	II	0	1
YBL026W		III	1	1
YBL025W	AY558460	II	1	1
YBL024W	EF059485	II	1	1
YBL023C	DQ333140	II	0	1
YBL022C	DQ332499	II	1	1
YBL021C	AY558459	II	0	1
YBL020W	EF059193	II	1	1
YBL019W	AY693183	II	1	1
YBL018C	DQ332347	II	1	1
YBL017C	DQ332321	II	1	1
YBL016W	AY693096	II	1	1
YBL015W	EF059277	II	1	1
YBL014C	DQ332113	II	0	1
YBL013W	DQ332107	II	1	1
YBL011W	DQ331969	II	1	1
YBL010C	AY692725	II	0	1
YBL009W	DQ331041	II	1	1
YBL008W-A	EF058717	II	1	1
YBL008W	DQ332048	II	1	1
YBL007C	EF059134	II	1	1
YBL006C	EF059343	II	1	1
YBL005W	AY693124	II	0	1
YBL004W		III	0	0
YBL003C	AY693115	II	1	1
YBL002W	AY693063	II	1	1
YBL001C		III	1	1
YBR001C	DQ331543	II	1	1
YBR002C		III	1	1
YBR003W	AY558099	II	1	1
YBR004C	DQ331291	II	1	1
YBR005W	AY692680	II	0	1
YBR006W		III	1	1
YBR007C	EF058581	II	0	1
YBR008C	EF059025	II	1	1
YBR009C	AY692960	II	1	1
YBR010W		III	1	1
YBR011C	AY692953	II	1	1
YBR013C	EF058635	II	1	1
YBR014C	DQ331051	II	1	1
YBR015C	EF059181	II	1	1
YBR016W	AY558490	II	1	1
YBR017C	DQ332303	II	1	1
YBR018C	DQ332337	II	1	1
YBR019C		II	0	1
YBR020W	DQ332478	II	1	1
YBR021W	DQ332508	II	1	1
YBR022W	AY557705	II	1	1
YBR023C	EF059397	II	1	1
YBR024W	DQ332655	II	1	1
YBR025C	DQ331204	II	1	1
YBR026C	AY557872	II	1	1
YBR027C		III	1	1
YBR028C	DQ332787	II	0	1
YBR029C	AY693074	II	1	1
YBR030W	EF058346	II	1	1
YBR031W	DQ332168	II	1	1
YBR032W		III	0	0
YBR033W	DQ331072	II	1	1
YBR034C	AY557869	II	1	1
YBR035C	AY557712	II	1	1
YBR036C	DQ332390	II	1	1
YBR037C	AY557863	II	1	1
YBR038W		II	0	1
YBR039W	AY557865	II	1	1
YBR040W	AY557864	II	1	1
YBR041W	EF059089	II	1	1
YBR042C	EF058623	II	1	1
YBR043C		II	0	1
YBR044C		III	1	1
YBR045C	AY723759	II	1	1
YBR046C	AY557866	II	1	1
YBR047W	AY557704	II	1	1
YBR048W		III	1	1
YBR049C		II	0	1
YBR050C	AY557867	II	1	1
YBR052C	AY557709	II	1	1
YBR053C	AY557870	II	1	1
YBR054W	DQ332527	II	1	1
YBR055C	EF059396	II	1	1
YBR056W	EF058649	II	1	1
YBR056W-A	EF058747	II	1	1
YBR057C	EF059419	II	0	1
YBR058C	DQ331458	II	1	1
YBR058C-A	EF058769	II	1	1
YBR059C	EF058859	II	0	1
YBR060C	DQ332661	II	1	1
YBR061C	EF058772	II	0	1
YBR062C	DQ331245	II	1	1
YBR063C	EF058476	II	1	1
YBR065C	EF058931	II	1	1
YBR066C	AY692862	II	1	1
YBR067C		III	1	1
YBR068C		II	1	1
YBR069C	DQ331854	II	1	1
YBR070C		II	0	1
YBR071W	EF058592	II	1	1
YBR072W	AY692975	II	1	1
YBR072C-A	EF058739	II	1	1
YBR073W	DQ331979	II	1	1
YBR074W	EF058646	II	1	1
YBR076W		III	1	1
YBR077C	DQ331064	II	1	1
YBR078W		III	1	1
YBR079C	DQ333081	II	1	1
YBR080C	EF059211	II	1	1
YBR081C	DQ332318	II	0	1
YBR082C		III	1	1
YBR083W	DQ332370	II	1	1
YBR084W	DQ332518	II	0	1
YBR084C-A		III	1	0
YBR085W	EF059402	II	1	1
YBR085C-A	EF058478	II	1	1
YBR086C	DQ333146	II	1	1
YBR087W	AY693173	II	1	1
YBR088C	AY557715	II	1	1
YBR089C-A	AY558566	II	1	1
YBR090C	EF058454	II	1	1
YBR091C	AY558529	II	1	1
YBR092C	DQ331604	II	1	1
YBR093C	DQ331622	II	1	1
YBR094W	EF058551	II	1	1
YBR095C	AY692685	II	1	1
YBR096W	AY558181	II	1	1
YBR097W		III	1	1
YBR098W	AY692931	II	0	1
YBR101C	AY693000	II	1	1
YBR102C		III	1	1
YBR103W	AY693053	II	1	1
YBR104W	AY693055	II	0	1
YBR105C	AY693057	II	1	1
YBR106W	AY558180	II	1	1
YBR107C	DQ332196	II	1	1
YBR108W		III	1	1
YBR109C	AY558184	II	1	1
YBR110W	EF059011	II	1	1
YBR111C	AY558185	II	1	1
YBR111W-A	EF058704	II	0	1
YBR112C	DQ331849	II	0	1
YBR114W	DQ331949	II	1	1
YBR115C	DQ331957	II	0	1
YBR117C	DQ331972	II	1	1
YBR119W		III	1	1
YBR120C	AY558183	II	1	1
YBR121C	EF059267	II	1	1
YBR122C	EF059275	II	1	1
YBR123C	DQ333068	II	1	1
YBR125C	DQ332452	II	1	1
YBR126C	AY693147	II	1	1
YBR126W-A		III	1	1
YBR127C	AY693158	II	1	1
YBR128C	AY693167	II	1	1
YBR129C	EF059482	II	1	1
YBR130C	DQ332510	II	1	1
YBR131W	AY693208	II	1	1
YBR132C	EF059487	II	1	1
YBR133C	EF058752	II	1	1
